Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank,Average Mass Error PPM
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_C,184.088427,1,184.088427,1,precursor,12.45,3658,0,1,4.7
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_A,184.088427,1,184.088427,1,precursor,10.44,1351,0,1,-1.4
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_B,184.088427,1,184.088427,1,precursor,9.41,1279,0,1,-5.5
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_C,184.088427,1,184.088427,1,precursor,9.82,1303,0,1,-1.6
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_A,184.088427,1,184.088427,1,precursor,8.41,1155,0,1,-10.8
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_B,184.088427,1,184.088427,1,precursor,11.01,2263,0,1,3.7
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_C,184.088427,1,184.088427,1,precursor,9.73,4950,0,1,-1.7
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_A,184.088427,1,184.088427,1,precursor,9.82,1207,0,1,0.2
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_B,184.088427,1,184.088427,1,precursor,8.53,1055,0,1,-3.3
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_C,184.088427,1,184.088427,1,precursor,12.18,1136,0,1,4.5
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_A,184.088427,1,184.088427,1,precursor,5.71,1441,0,1,1.7
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_B,184.088427,1,184.088427,1,precursor,6.67,1521,0,1,6.2
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_C,184.088427,1,184.088427,1,precursor,11.37,1627,0,1,-9.5
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_A,184.088427,1,184.088427,1,precursor,10.65,1293,0,1,3.5
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_B,184.088427,1,184.088427,1,precursor,4.58,1214,0,1,-6.4
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_C,184.088427,1,184.088427,1,precursor,7.7,2212,0,1,-1.3
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_A,184.088427,1,184.088427,1,precursor,10.73,2708,0,1,-10.3
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_B,184.088427,1,184.088427,1,precursor,9.54,1439,0,1,-1.2
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_C,184.088427,1,184.088427,1,precursor,10.61,1507,0,1,4.6
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_A,184.088427,1,184.088427,1,precursor,9.22,1028,0,1,-3.4
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_B,184.088427,1,184.088427,1,precursor,8.63,1205,0,1,5.7
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_C,184.088427,1,184.088427,1,precursor,3.61,1054,0,1,-8.2
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_A,184.088427,1,184.088427,1,precursor,9.72,2668,0,1,-0.6
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_B,184.088427,1,184.088427,1,precursor,9.63,1199,0,1,-0.1
L-Tyrosine_13C-2 15N-0,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_C,184.088427,1,184.088427,1,precursor,9.61,3503,0,1,-2.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InH2O_1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InH2O_2,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InMatrix_1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InMatrix_2,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix2InH2O_1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix2InH2O_2,185.085463,1,185.085463,1,precursor,20.18,3618,0,1,-0.8
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix2InMatrix_1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_4uMStdsMix2InMatrix_2,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_H2OinMatrix_1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Std_H2OinMatrix_2,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Full1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Full2,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Full3,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Full4,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Full5,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Full6pos,185.085463,1,185.085463,1,precursor,8.37,1396,0,1,-7.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Half1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Half2,185.085463,1,185.085463,1,precursor,14.3,4634,0,1,0.3
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Half3,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Half4,185.085463,1,185.085463,1,precursor,6.6,6396,0,1,9.1
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Half5,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_TruePooGBT_Half6pos,185.085463,1,185.085463,1,precursor,8.57,1123,0,1,-0.2
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_QC2_1,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_QC2_2,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_QC2_3,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_QC2_4,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Poo_QC2_5,185.085463,1,185.085463,1,precursor,#N/A,#N/A,#N/A,#N/A,#N/A
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Blk_GBTFate1MBlk-pos_A,185.085463,1,185.085463,1,precursor,15.25,1144,0,1,-8.1
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Blk_GBTFate1MBlk-pos_B,185.085463,1,185.085463,1,precursor,13.31,1221,0,1,5.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT0-pos_A,185.085463,1,185.085463,1,precursor,20.4,1069,0,1,-2.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT0-pos_B,185.085463,1,185.085463,1,precursor,2.32,1049,0,1,1.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT0-pos_C,185.085463,1,185.085463,1,precursor,5.68,1176,0,1,3.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT12-pos_A,185.085463,1,185.085463,1,precursor,4.21,1177,0,1,-0.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT12-pos_B,185.085463,1,185.085463,1,precursor,4.78,994,0,1,3.3
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT12-pos_C,185.085463,1,185.085463,1,precursor,20.3,1275,0,1,1.2
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT36-pos_A,185.085463,1,185.085463,1,precursor,9.59,1772,0,1,-0.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT36-pos_B,185.085463,1,185.085463,1,precursor,9.07,1138,0,1,0.6
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT36-pos_C,185.085463,1,185.085463,1,precursor,5.85,1296,0,1,-5.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT4-pos_A,185.085463,1,185.085463,1,precursor,6.02,1361,0,1,-1.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT4-pos_B,185.085463,1,185.085463,1,precursor,6.87,1007,0,1,0.3
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT4-pos_C,185.085463,1,185.085463,1,precursor,9.42,1632,0,1,1.8
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_A,185.085463,1,185.085463,1,precursor,5.67,1439,0,1,-4.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_B,185.085463,1,185.085463,1,precursor,6.64,1231,0,1,-4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_C,185.085463,1,185.085463,1,precursor,8.71,1333,0,1,9.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_A,185.085463,1,185.085463,1,precursor,11.54,1473,0,1,5
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_B,185.085463,1,185.085463,1,precursor,9.9,2077,0,1,-8.3
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_C,185.085463,1,185.085463,1,precursor,10.66,1432,0,1,-1.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_A,185.085463,1,185.085463,1,precursor,8.91,1169,0,1,-2.8
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_B,185.085463,1,185.085463,1,precursor,5.68,1126,0,1,0.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_C,185.085463,1,185.085463,1,precursor,13.92,1115,0,1,-0.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_A,185.085463,1,185.085463,1,precursor,11.48,1291,0,1,0
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_B,185.085463,1,185.085463,1,precursor,8.27,1215,0,1,-4.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_C,185.085463,1,185.085463,1,precursor,10.96,1143,0,1,-8.6
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_A,185.085463,1,185.085463,1,precursor,12.15,1504,0,1,-3.2
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_B,185.085463,1,185.085463,1,precursor,13.95,1430,0,1,-5.6
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_C,185.085463,1,185.085463,1,precursor,11.99,1461,0,1,4.2
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_A,185.085463,1,185.085463,1,precursor,2.2,1361,0,1,-0.5
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_B,185.085463,1,185.085463,1,precursor,13.72,1131,0,1,-0.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_C,185.085463,1,185.085463,1,precursor,12.02,2448,0,1,1.8
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_A,185.085463,1,185.085463,1,precursor,8.33,1107,0,1,-1.6
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_B,185.085463,1,185.085463,1,precursor,11.5,1453,0,1,-0.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_C,185.085463,1,185.085463,1,precursor,7.62,1392,0,1,2.8
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_A,185.085463,1,185.085463,1,precursor,11.3,1296,0,1,2.4
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_B,185.085463,1,185.085463,1,precursor,2.51,3641,0,1,-0.7
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_C,185.085463,1,185.085463,1,precursor,9.45,2061,0,1,-5.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_A,185.085463,1,185.085463,1,precursor,3.46,1052,0,1,-0.9
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_B,185.085463,1,185.085463,1,precursor,8.89,1257,0,1,-0.6
L-Tyrosine_13C-2 15N-1,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_C,185.085463,1,185.085463,1,precursor,12.77,1291,0,1,-4.9
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix1InH2O_1,185.091781,1,185.091781,1,precursor,9.71,56020,0,1,3.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix1InH2O_2,185.091781,1,185.091781,1,precursor,9.69,68756,0,1,0.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix1InMatrix_1,185.091781,1,185.091781,1,precursor,9.75,50261,0,1,2.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix1InMatrix_2,185.091781,1,185.091781,1,precursor,7.24,139317,0,1,0.1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix2InH2O_1,185.091781,1,185.091781,1,precursor,9.82,127189,0,1,2.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix2InH2O_2,185.091781,1,185.091781,1,precursor,9.14,463130,0,1,1.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix2InMatrix_1,185.091781,1,185.091781,1,precursor,9.78,80488,0,1,1.8
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_4uMStdsMix2InMatrix_2,185.091781,1,185.091781,1,precursor,9.85,168171,0,1,0.3
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_H2OinMatrix_1,185.091781,1,185.091781,1,precursor,9.68,142059,0,1,2.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Std_H2OinMatrix_2,185.091781,1,185.091781,1,precursor,9.74,18853,25715,1,1.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Full1,185.091781,1,185.091781,1,precursor,9.55,111939,0,1,1.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Full2,185.091781,1,185.091781,1,precursor,9.97,89370,0,1,2.8
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Full3,185.091781,1,185.091781,1,precursor,9.72,107696,0,1,1.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Full4,185.091781,1,185.091781,1,precursor,10.32,140933,0,1,0.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Full5,185.091781,1,185.091781,1,precursor,9.74,44457,11685,1,1.1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Full6pos,185.091781,1,185.091781,1,precursor,9.77,28622,0,1,0.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Half1,185.091781,1,185.091781,1,precursor,9.77,47363,0,1,1.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Half2,185.091781,1,185.091781,1,precursor,9.68,44906,4016,1,2.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Half3,185.091781,1,185.091781,1,precursor,8.26,133434,0,1,2.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Half4,185.091781,1,185.091781,1,precursor,9.74,56339,0,1,1.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Half5,185.091781,1,185.091781,1,precursor,9.76,111893,37127,1,1.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_TruePooGBT_Half6pos,185.091781,1,185.091781,1,precursor,9.78,13051,975,1,1.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_QC2_1,185.091781,1,185.091781,1,precursor,9.75,61533,0,1,1.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_QC2_2,185.091781,1,185.091781,1,precursor,9.03,1492562,0,1,3.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_QC2_3,185.091781,1,185.091781,1,precursor,8.99,1607479,0,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_QC2_4,185.091781,1,185.091781,1,precursor,9.74,12308,0,1,1.1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Poo_QC2_5,185.091781,1,185.091781,1,precursor,9,1489248,0,1,1.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Blk_GBTFate1MBlk-pos_A,185.091781,1,185.091781,1,precursor,9.78,18291,8524,1,2.1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Blk_GBTFate1MBlk-pos_B,185.091781,1,185.091781,1,precursor,9.66,37317,0,1,2.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT0-pos_A,185.091781,1,185.091781,1,precursor,9.74,34888,0,1,0.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT0-pos_B,185.091781,1,185.091781,1,precursor,9.79,14691,1138,1,1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT0-pos_C,185.091781,1,185.091781,1,precursor,9.67,23370,6234,1,0.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT12-pos_A,185.091781,1,185.091781,1,precursor,8.24,52437,0,1,0.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT12-pos_B,185.091781,1,185.091781,1,precursor,9.76,32309,4722,1,2.9
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT12-pos_C,185.091781,1,185.091781,1,precursor,9.77,3555,8185,1,0.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT36-pos_A,185.091781,1,185.091781,1,precursor,9.82,30803,1813,1,2.1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT36-pos_B,185.091781,1,185.091781,1,precursor,9.58,29310,4892,1,2.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT36-pos_C,185.091781,1,185.091781,1,precursor,9.76,16182,0,1,1.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT4-pos_A,185.091781,1,185.091781,1,precursor,9.81,53292,0,1,1.8
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT4-pos_B,185.091781,1,185.091781,1,precursor,9.72,17834,0,1,2.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT4-pos_C,185.091781,1,185.091781,1,precursor,9.83,13542,5294,1,1.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_A,185.091781,1,185.091781,1,precursor,9.73,12244,2079,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_B,185.091781,1,185.091781,1,precursor,9.8,18974,779,1,1.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT50-pos_C,185.091781,1,185.091781,1,precursor,9.97,31465,0,1,0.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_A,185.091781,1,185.091781,1,precursor,9.81,20823,0,1,0.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_B,185.091781,1,185.091781,1,precursor,9.77,16286,0,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MT8-pos_C,185.091781,1,185.091781,1,precursor,9.73,38096,0,1,1.4
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_A,185.091781,1,185.091781,1,precursor,9.72,27056,0,1,2.9
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_B,185.091781,1,185.091781,1,precursor,9.75,18930,0,1,1.3
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate1MTlong-pos_C,185.091781,1,185.091781,1,precursor,9.75,30568,0,1,1.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_A,185.091781,1,185.091781,1,precursor,9.67,38803,0,1,0.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_B,185.091781,1,185.091781,1,precursor,8.96,496758,49372,1,2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT0-pos_C,185.091781,1,185.091781,1,precursor,9.47,199859,0,1,1.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_A,185.091781,1,185.091781,1,precursor,9.49,56839,0,1,1.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_B,185.091781,1,185.091781,1,precursor,9.78,29983,10215,1,0.6
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT12-pos_C,185.091781,1,185.091781,1,precursor,9.78,20868,0,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_A,185.091781,1,185.091781,1,precursor,9.55,32054,292,1,1.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_B,185.091781,1,185.091781,1,precursor,9.74,27934,0,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT24-pos_C,185.091781,1,185.091781,1,precursor,9.8,20043,10239,1,1.1
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_A,185.091781,1,185.091781,1,precursor,9.84,27949,0,1,1.7
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_B,185.091781,1,185.091781,1,precursor,9.76,11706,0,1,0.9
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT48-pos_C,185.091781,1,185.091781,1,precursor,9.76,21951,0,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_A,185.091781,1,185.091781,1,precursor,9.76,15880,0,1,0.9
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_B,185.091781,1,185.091781,1,precursor,9.85,22569,0,1,0.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MT5-pos_C,185.091781,1,185.091781,1,precursor,9.75,14711,0,1,1.5
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_A,185.091781,1,185.091781,1,precursor,9.72,11289,10138,1,2.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_B,185.091781,1,185.091781,1,precursor,9.87,58107,46,1,0.2
L-Tyrosine_13C-3 15N-0,L-Tyrosine,200605_Smp_GBTFate2MTlong-pos_C,185.091781,1,185.091781,1,precursor,9.78,36201,0,1,1.7
L-Tyrosine_13C-3 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InH2O_1,186.088817,1,186.088817,1,precursor,8.61,18154,0,1,-6.2
L-Tyrosine_13C-3 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InH2O_2,186.088817,1,186.088817,1,precursor,11.76,140798,0,1,-6.8
L-Tyrosine_13C-3 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InMatrix_1,186.088817,1,186.088817,1,precursor,9.11,5720,0,1,-2
L-Tyrosine_13C-3 15N-1,L-Tyrosine,200605_Std_4uMStdsMix1InMatrix_2,186.088817,1,186.088817,1,precursor,12.2,84976,0,1,-3.5
L-Tyrosine_13C-3 15N-1,L-Tyrosine,200605_Std_4uMStdsMix2InH2O_1,186.088817,1,186.088817,1,precursor,11.06,32106,0,1,-1.7
