Experiment,Timepoint,replicate,type,Protein Name,all.area,Conc.All.uM.in.vial,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,SampID,ionization,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,MID,Conc.uM.in.vial,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),nM.in.sample,total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM.sd
Fate1,12,B,Smp,L-Tryptophan,1141749,0.03434711930306044,200612_Smp_GBTFate1MT12-pos_B,L-Tryptophan_13C-0 15N-1,2.35,NA,0,2694,CyanoAq,1,0,200612,GBTFate1MT12,pos,ok,ok,ok,bad RT,something is wrong,4573,206.094739,2.07,RP,2215,NA,0,0,0,1930,2,12.5,3.5,0,NA,NA,NA
Fate1,12,B,Smp,L-Tryptophan,1141749,0.03434711930306044,200612_Smp_GBTFate1MT12-pos_B,L-Tryptophan_13C-3 15N-1,2.06,NA,0,3565,CyanoAq,1,3,200612,GBTFate1MT12,pos,comparable to blank,ok,ok,ok,something is wrong,9058,209.104801,2.07,RP,11692,NA,0,0,0,1930,2,12.5,3.5,0,NA,NA,NA
Fate1,12,C,Smp,L-Tryptophan,1227505,0.03526048171060141,200612_Smp_GBTFate1MT12-pos_C,L-Tryptophan_13C-0 15N-0,1.95,1184943,0,363666,CyanoAq,0,0,200612,GBTFate1MT12,pos,ok,ok,ok,ok,all ok,1184943,205.097703,2.07,RP,79837,1105106,1105106,0.9002863532124106,0.031744530491750245,1930,2,12.5,3.5,0.007846824677154104,NA,NA,NA
Fate1,12,C,Smp,L-Tryptophan,1227505,0.03526048171060141,200612_Smp_GBTFate1MT12-pos_C,L-Tryptophan_13C-1 15N-0,1.94,110097,0,31960,CyanoAq,0,1,200612,GBTFate1MT12,pos,ok,ok,ok,ok,all ok,110097,206.101057,2.07,RP,3227,106870,106870,0.08706278182166265,0.0030698756260968164,1930,2,12.5,3.5,7.588323230961184e-4,NA,NA,NA
Fate1,12,C,Smp,L-Tryptophan,1227505,0.03526048171060141,200612_Smp_GBTFate1MT12-pos_C,L-Tryptophan_13C-2 15N-0,1.94,2724,0,2393,CyanoAq,0,2,200612,GBTFate1MT12,pos,ok,ok,ok,ok,all ok,2724,207.104411,2.07,RP,0,2724,2724,0.0022191355636025922,7.824778895375435e-5,1930,2,12.5,3.5,1.934181012551536e-5,NA,NA,NA
Fate1,12,C,Smp,L-Tryptophan,1227505,0.03526048171060141,200612_Smp_GBTFate1MT12-pos_C,L-Tryptophan_13C-0 15N-1,2.07,NA,0,2684,CyanoAq,1,0,200612,GBTFate1MT12,pos,comparable to blank,ok,ok,ok,something is wrong,3334,206.094739,2.07,RP,2215,NA,0,0,0,1930,2,12.5,3.5,0,NA,NA,NA
Fate1,12,C,Smp,L-Tryptophan,1227505,0.03526048171060141,200612_Smp_GBTFate1MT12-pos_C,L-Tryptophan_13C-3 15N-1,2.04,24497,0,4050,CyanoAq,1,3,200612,GBTFate1MT12,pos,ok,ok,ok,ok,all ok,24497,209.104801,2.07,RP,11692,12805,12805,0.010431729402324227,3.6782780380059633e-4,1930,2,12.5,3.5,9.092212872879007e-5,NA,NA,NA
Fate1,36,A,Smp,L-Tryptophan,3293103,0.08339521918847015,200612_Smp_GBTFate1MT36-pos_A,L-Tryptophan_13C-0 15N-0,1.94,3037602,17928,873789,CyanoAq,0,0,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,3037602,205.097703,2.07,RP,79837,2957765,2957765,0.898169598703715,0.0749030505523166,1900,2,36,23.5,0.018515035389191966,NA,NA,NA
Fate1,36,A,Smp,L-Tryptophan,3293103,0.08339521918847015,200612_Smp_GBTFate1MT36-pos_A,L-Tryptophan_13C-1 15N-0,1.94,283059,0,90123,CyanoAq,0,1,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,283059,206.101057,2.07,RP,3227,279832,279832,0.08497517387096608,0.007086523250547577,1900,2,36,23.5,0.0017516940605586872,NA,NA,NA
Fate1,36,A,Smp,L-Tryptophan,3293103,0.08339521918847015,200612_Smp_GBTFate1MT36-pos_A,L-Tryptophan_13C-2 15N-0,1.97,9918,0,3981,CyanoAq,0,2,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,9918,207.104411,2.07,RP,0,9918,9918,0.0030117491010757938,2.5116547642489376e-4,1900,2,36,23.5,6.208475689921473e-5,NA,NA,NA
Fate1,36,A,Smp,L-Tryptophan,3293103,0.08339521918847015,200612_Smp_GBTFate1MT36-pos_A,L-Tryptophan_13C-0 15N-1,1.95,20062,0,10288,CyanoAq,1,0,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,20062,206.094739,2.07,RP,2215,17847,17847,0.005419508591137295,4.519611068516918e-4,1900,2,36,23.5,1.1171875946564686e-4,NA,NA,NA
Fate1,36,A,Smp,L-Tryptophan,3293103,0.08339521918847015,200612_Smp_GBTFate1MT36-pos_A,L-Tryptophan_13C-3 15N-1,2,39433,0,5662,CyanoAq,1,3,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,39433,209.104801,2.07,RP,11692,27741,27741,0.008423969733105828,7.025188023293988e-4,1900,2,36,23.5,1.7365328101846304e-4,NA,NA,NA
Fate1,36,B,Smp,L-Tryptophan,2405491,0.06448381456331712,200612_Smp_GBTFate1MT36-pos_B,L-Tryptophan_13C-0 15N-0,1.95,2290893,31809,692747,CyanoAq,0,0,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,2290893,205.097703,2.07,RP,79837,2211056,2211056,0.9191703481742397,0.059271610283767304,1900,2,36,23.5,0.014651151774010161,NA,NA,NA
Fate1,36,B,Smp,L-Tryptophan,2405491,0.06448381456331712,200612_Smp_GBTFate1MT36-pos_B,L-Tryptophan_13C-1 15N-0,1.95,193461,0,52726,CyanoAq,0,1,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,193461,206.101057,2.07,RP,3227,190234,190234,0.07908323082480874,0.005099588391574971,1900,2,36,23.5,0.001260550255885445,NA,NA,NA
Fate1,36,B,Smp,L-Tryptophan,2405491,0.06448381456331712,200612_Smp_GBTFate1MT36-pos_B,L-Tryptophan_13C-2 15N-0,1.98,4201,0,3537,CyanoAq,0,2,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,4201,207.104411,2.07,RP,0,4201,4201,0.001746421000951573,1.126158879748439e-4,1900,2,36,23.5,2.7837145962208416e-5,NA,NA,NA
Fate1,36,B,Smp,L-Tryptophan,2405491,0.06448381456331712,200612_Smp_GBTFate1MT36-pos_B,L-Tryptophan_13C-0 15N-1,1.97,NA,0,3952,CyanoAq,1,0,200612,GBTFate1MT36,pos,comparable to blank,ok,ok,ok,something is wrong,2683,206.094739,2.07,RP,2215,NA,0,0,0,1900,2,36,23.5,0,NA,NA,NA
Fate1,36,B,Smp,L-Tryptophan,2405491,0.06448381456331712,200612_Smp_GBTFate1MT36-pos_B,L-Tryptophan_13C-3 15N-1,2.07,NA,0,5967,CyanoAq,1,3,200612,GBTFate1MT36,pos,comparable to blank,ok,ok,ok,something is wrong,17415,209.104801,2.07,RP,11692,NA,0,0,0,1900,2,36,23.5,0,NA,NA,NA
Fate1,36,C,Smp,L-Tryptophan,4046429,0.10223129300916477,200612_Smp_GBTFate1MT36-pos_C,L-Tryptophan_13C-0 15N-0,1.95,3764615,32262,1074321,CyanoAq,0,0,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,3764615,205.097703,2.07,RP,79837,3684778,3684778,0.9106246520079804,0.09309433562079654,1900,2,36,23.5,0.02301167850765263,NA,NA,NA
Fate1,36,C,Smp,L-Tryptophan,4046429,0.10223129300916477,200612_Smp_GBTFate1MT36-pos_C,L-Tryptophan_13C-1 15N-0,1.95,339119,0,97123,CyanoAq,0,1,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,339119,206.101057,2.07,RP,3227,335892,335892,0.08300948811903039,0.008486167302437377,1900,2,36,23.5,0.0020976674082651536,NA,NA,NA
Fate1,36,C,Smp,L-Tryptophan,4046429,0.10223129300916477,200612_Smp_GBTFate1MT36-pos_C,L-Tryptophan_13C-2 15N-0,1.95,15279,0,6303,CyanoAq,0,2,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,15279,207.104411,2.07,RP,0,15279,15279,0.003775921930175965,3.8601738122355007e-4,1900,2,36,23.5,9.541834974004526e-5,NA,NA,NA
Fate1,36,C,Smp,L-Tryptophan,4046429,0.10223129300916477,200612_Smp_GBTFate1MT36-pos_C,L-Tryptophan_13C-0 15N-1,1.94,12695,0,4230,CyanoAq,1,0,200612,GBTFate1MT36,pos,ok,ok,ok,ok,all ok,12695,206.094739,2.07,RP,2215,10480,10480,0.0025899379428132806,2.647727047072979e-4,1900,2,36,23.5,6.544828230091462e-5,NA,NA,NA
Fate1,36,C,Smp,L-Tryptophan,4046429,0.10223129300916477,200612_Smp_GBTFate1MT36-pos_C,L-Tryptophan_13C-3 15N-1,2.03,NA,0,4495,CyanoAq,1,3,200612,GBTFate1MT36,pos,comparable to blank,ok,ok,ok,something is wrong,9387,209.104801,2.07,RP,11692,NA,0,0,0,1900,2,36,23.5,0,NA,NA,NA
Fate1,4,A,Smp,L-Tryptophan,670811,0.029372752817489977,200612_Smp_GBTFate1MT4-pos_A,L-Tryptophan_13C-0 15N-0,1.95,675119,0,211424,CyanoAq,0,0,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,675119,205.097703,2.07,RP,79837,595282,595282,0.8874064378789257,0.026065569948466958,1200,2,4.5,4.25,0.006443061350328387,NA,NA,NA
Fate1,4,A,Smp,L-Tryptophan,670811,0.029372752817489977,200612_Smp_GBTFate1MT4-pos_A,L-Tryptophan_13C-1 15N-0,1.94,78756,0,24711,CyanoAq,0,1,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,78756,206.101057,2.07,RP,3227,75529,75529,0.11259356212107434,0.003307182869023019,1200,2,4.5,4.25,8.174915094509034e-4,NA,NA,NA
Fate1,4,A,Smp,L-Tryptophan,670811,0.029372752817489977,200612_Smp_GBTFate1MT4-pos_A,L-Tryptophan_13C-2 15N-0,1.97,NA,0,0,CyanoAq,0,2,200612,GBTFate1MT4,pos,NA,NA,too small,ok,something is wrong,0,207.104411,2.07,RP,0,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,A,Smp,L-Tryptophan,670811,0.029372752817489977,200612_Smp_GBTFate1MT4-pos_A,L-Tryptophan_13C-0 15N-1,2.08,NA,0,1467,CyanoAq,1,0,200612,GBTFate1MT4,pos,comparable to blank,ok,ok,ok,something is wrong,1483,206.094739,2.07,RP,2215,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,A,Smp,L-Tryptophan,670811,0.029372752817489977,200612_Smp_GBTFate1MT4-pos_A,L-Tryptophan_13C-3 15N-1,2.06,NA,0,1830,CyanoAq,1,3,200612,GBTFate1MT4,pos,comparable to blank,ok,ok,ok,something is wrong,1862,209.104801,2.07,RP,11692,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,B,Smp,L-Tryptophan,1554025,0.04286510004673786,200612_Smp_GBTFate1MT4-pos_B,L-Tryptophan_13C-0 15N-0,1.94,1488492,0,447529,CyanoAq,0,0,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,1488492,205.097703,2.07,RP,79837,1408655,1408655,0.9064558163478709,0.03885531925569893,1200,2,4.5,4.25,0.009604516849085365,NA,NA,NA
Fate1,4,B,Smp,L-Tryptophan,1554025,0.04286510004673786,200612_Smp_GBTFate1MT4-pos_B,L-Tryptophan_13C-1 15N-0,1.94,141241,0,45179,CyanoAq,0,1,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,141241,206.101057,2.07,RP,3227,138014,138014,0.08881066906903042,0.003806878214861716,1200,2,4.5,4.25,9.410095363376181e-4,NA,NA,NA
Fate1,4,B,Smp,L-Tryptophan,1554025,0.04286510004673786,200612_Smp_GBTFate1MT4-pos_B,L-Tryptophan_13C-2 15N-0,1.95,2433,0,3720,CyanoAq,0,2,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,2433,207.104411,2.07,RP,0,2433,2433,0.001565611878830778,6.711010982044253e-5,1200,2,4.5,4.25,1.6588724346149123e-5,NA,NA,NA
Fate1,4,B,Smp,L-Tryptophan,1554025,0.04286510004673786,200612_Smp_GBTFate1MT4-pos_B,L-Tryptophan_13C-0 15N-1,1.95,7138,0,3768,CyanoAq,1,0,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,7138,206.094739,2.07,RP,2215,4923,4923,0.0031679027042679493,1.3579246635677707e-4,1200,2,4.5,4.25,3.35660871171772e-5,NA,NA,NA
Fate1,4,B,Smp,L-Tryptophan,1554025,0.04286510004673786,200612_Smp_GBTFate1MT4-pos_B,L-Tryptophan_13C-3 15N-1,2.08,NA,0,6503,CyanoAq,1,3,200612,GBTFate1MT4,pos,comparable to blank,ok,ok,ok,something is wrong,22760,209.104801,2.07,RP,11692,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,L-Tryptophan,811678,0.03422049037332698,200612_Smp_GBTFate1MT4-pos_C,L-Tryptophan_13C-0 15N-0,1.95,810797,0,252074,CyanoAq,0,0,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,810797,205.097703,2.07,RP,79837,730960,730960,0.9005541606400568,0.03081740498484262,1200,2,4.5,4.25,0.007617651613519965,NA,NA,NA
Fate1,4,C,Smp,L-Tryptophan,811678,0.03422049037332698,200612_Smp_GBTFate1MT4-pos_C,L-Tryptophan_13C-1 15N-0,1.95,83945,0,26686,CyanoAq,0,1,200612,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,83945,206.101057,2.07,RP,3227,80718,80718,0.09944583935994322,0.003403085388484358,1200,2,4.5,4.25,8.411973335614869e-4,NA,NA,NA
Fate1,4,C,Smp,L-Tryptophan,811678,0.03422049037332698,200612_Smp_GBTFate1MT4-pos_C,L-Tryptophan_13C-2 15N-0,1.47,NA,0,2657,CyanoAq,0,2,200612,GBTFate1MT4,pos,ok,ok,ok,bad RT,something is wrong,3234,207.104411,2.07,RP,0,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,L-Tryptophan,811678,0.03422049037332698,200612_Smp_GBTFate1MT4-pos_C,L-Tryptophan_13C-0 15N-1,2.06,NA,0,2114,CyanoAq,1,0,200612,GBTFate1MT4,pos,comparable to blank,ok,ok,ok,something is wrong,1774,206.094739,2.07,RP,2215,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,L-Tryptophan,811678,0.03422049037332698,200612_Smp_GBTFate1MT4-pos_C,L-Tryptophan_13C-3 15N-1,2.1,NA,2524,4642,CyanoAq,1,3,200612,GBTFate1MT4,pos,comparable to blank,ok,ok,ok,something is wrong,11243,209.104801,2.07,RP,11692,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,50,A,Smp,L-Tryptophan,2974055,0.08071551206353703,200612_Smp_GBTFate1MT50-pos_A,L-Tryptophan_13C-0 15N-0,1.95,2780216,18740,814865,CyanoAq,0,0,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,2780216,205.097703,2.07,RP,79837,2700379,2700379,0.9079788369751064,0.07328797676930052,900,2,50,14,0.0181158106843475,NA,NA,NA
Fate1,50,A,Smp,L-Tryptophan,2974055,0.08071551206353703,200612_Smp_GBTFate1MT50-pos_A,L-Tryptophan_13C-1 15N-0,1.95,244030,0,76030,CyanoAq,0,1,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,244030,206.101057,2.07,RP,3227,240803,240803,0.08096790409054305,0.006535365839379537,900,2,50,14,0.00161545529728343,NA,NA,NA
Fate1,50,A,Smp,L-Tryptophan,2974055,0.08071551206353703,200612_Smp_GBTFate1MT50-pos_A,L-Tryptophan_13C-2 15N-0,1.92,3335,0,1678,CyanoAq,0,2,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,3335,207.104411,2.07,RP,0,3335,3335,0.0011213646015288891,9.051151802232844e-5,900,2,50,14,2.2373240434879296e-5,NA,NA,NA
Fate1,50,A,Smp,L-Tryptophan,2974055,0.08071551206353703,200612_Smp_GBTFate1MT50-pos_A,L-Tryptophan_13C-0 15N-1,1.96,18453,0,6519,CyanoAq,1,0,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,18453,206.094739,2.07,RP,2215,16238,16238,0.00545988557709928,4.4069746016388875e-4,900,2,50,14,1.0893453618637779e-4,NA,NA,NA
Fate1,50,A,Smp,L-Tryptophan,2974055,0.08071551206353703,200612_Smp_GBTFate1MT50-pos_A,L-Tryptophan_13C-3 15N-1,2,24992,18900,4187,CyanoAq,1,3,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,24992,209.104801,2.07,RP,11692,13300,13300,0.004472008755722406,3.6096047667075507e-4,900,2,50,14,8.922461702665506e-5,NA,NA,NA
Fate1,50,B,Smp,L-Tryptophan,2054799,0.05237293475621135,200612_Smp_GBTFate1MT50-pos_B,L-Tryptophan_13C-0 15N-0,1.94,1951732,4987,575248,CyanoAq,0,0,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,1951732,205.097703,2.07,RP,79837,1871895,1871895,0.9109869140485274,0.04771105821322585,900,2,50,14,0.011793537442866587,NA,NA,NA
Fate1,50,B,Smp,L-Tryptophan,2054799,0.05237293475621135,200612_Smp_GBTFate1MT50-pos_B,L-Tryptophan_13C-1 15N-0,1.95,180603,0,51265,CyanoAq,0,1,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,180603,206.101057,2.07,RP,3227,177376,177376,0.08632279848296598,0.004520978292921958,900,2,50,14,0.0011175255542997355,NA,NA,NA
Fate1,50,B,Smp,L-Tryptophan,2054799,0.05237293475621135,200612_Smp_GBTFate1MT50-pos_B,L-Tryptophan_13C-2 15N-0,1.94,5528,0,4942,CyanoAq,0,2,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,5528,207.104411,2.07,RP,0,5528,5528,0.002690287468506652,1.4089825006355187e-4,900,2,50,14,3.482816877237585e-5,NA,NA,NA
Fate1,50,B,Smp,L-Tryptophan,2054799,0.05237293475621135,200612_Smp_GBTFate1MT50-pos_B,L-Tryptophan_13C-0 15N-1,1.95,NA,0,3428,CyanoAq,1,0,200612,GBTFate1MT50,pos,comparable to blank,ok,ok,ok,something is wrong,4211,206.094739,2.07,RP,2215,NA,0,0,0,900,2,50,14,0,NA,NA,NA
Fate1,50,B,Smp,L-Tryptophan,2054799,0.05237293475621135,200612_Smp_GBTFate1MT50-pos_B,L-Tryptophan_13C-3 15N-1,2.08,NA,0,5416,CyanoAq,1,3,200612,GBTFate1MT50,pos,comparable to blank,ok,ok,ok,something is wrong,9840,209.104801,2.07,RP,11692,NA,0,0,0,900,2,50,14,0,NA,NA,NA
Fate1,50,C,Smp,L-Tryptophan,1663974,0.04162944680978668,200612_Smp_GBTFate1MT50-pos_C,L-Tryptophan_13C-0 15N-0,1.95,1607161,0,501428,CyanoAq,0,0,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,1607161,205.097703,2.07,RP,79837,1527324,1527324,0.9178773226023964,0.038210725179185875,900,2,50,14,0.009445181787959027,NA,NA,NA
Fate1,50,C,Smp,L-Tryptophan,1663974,0.04162944680978668,200612_Smp_GBTFate1MT50-pos_C,L-Tryptophan_13C-1 15N-0,1.94,136204,0,48617,CyanoAq,0,1,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,136204,206.101057,2.07,RP,3227,132977,132977,0.07991531117673714,0.00332683019591953,900,2,50,14,8.223480666953623e-4,NA,NA,NA
Fate1,50,C,Smp,L-Tryptophan,1663974,0.04162944680978668,200612_Smp_GBTFate1MT50-pos_C,L-Tryptophan_13C-2 15N-0,1.94,3673,0,3556,CyanoAq,0,2,200612,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,3673,207.104411,2.07,RP,0,3673,3673,0.002207366220866432,9.189143468127897e-5,900,2,50,14,2.271433743408308e-5,NA,NA,NA
Fate1,50,C,Smp,L-Tryptophan,1663974,0.04162944680978668,200612_Smp_GBTFate1MT50-pos_C,L-Tryptophan_13C-0 15N-1,1.94,NA,0,3262,CyanoAq,1,0,200612,GBTFate1MT50,pos,comparable to blank,ok,ok,ok,something is wrong,3522,206.094739,2.07,RP,2215,NA,0,0,0,900,2,50,14,0,NA,NA,NA
Fate1,50,C,Smp,L-Tryptophan,1663974,0.04162944680978668,200612_Smp_GBTFate1MT50-pos_C,L-Tryptophan_13C-3 15N-1,1.99,NA,0,4106,CyanoAq,1,3,200612,GBTFate1MT50,pos,comparable to blank,ok,ok,ok,something is wrong,16149,209.104801,2.07,RP,11692,NA,0,0,0,900,2,50,14,0,NA,NA,NA
Fate1,8,A,Smp,L-Tryptophan,1011252,0.02650199411506512,200612_Smp_GBTFate1MT8-pos_A,L-Tryptophan_13C-0 15N-0,1.95,1006979,0,310681,CyanoAq,0,0,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,1006979,205.097703,2.07,RP,79837,927142,927142,0.9168258752516683,0.02429771395045914,1600,2,9,4.5,0.00600607091903416,NA,NA,NA
Fate1,8,A,Smp,L-Tryptophan,1011252,0.02650199411506512,200612_Smp_GBTFate1MT8-pos_A,L-Tryptophan_13C-1 15N-0,1.95,84276,0,25906,CyanoAq,0,1,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,84276,206.101057,2.07,RP,3227,81049,81049,0.08014718388690455,0.0021240601957097866,1600,2,9,4.5,5.250393595768499e-4,NA,NA,NA
Fate1,8,A,Smp,L-Tryptophan,1011252,0.02650199411506512,200612_Smp_GBTFate1MT8-pos_A,L-Tryptophan_13C-2 15N-0,1.83,NA,0,0,CyanoAq,0,2,200612,GBTFate1MT8,pos,NA,NA,too small,ok,something is wrong,0,207.104411,2.07,RP,0,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,A,Smp,L-Tryptophan,1011252,0.02650199411506512,200612_Smp_GBTFate1MT8-pos_A,L-Tryptophan_13C-0 15N-1,1.89,5276,0,3005,CyanoAq,1,0,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,5276,206.094739,2.07,RP,2215,3061,3061,0.003026940861427221,8.021996889619435e-5,1600,2,9,4.5,1.9829306711553964e-5,NA,NA,NA
Fate1,8,A,Smp,L-Tryptophan,1011252,0.02650199411506512,200612_Smp_GBTFate1MT8-pos_A,L-Tryptophan_13C-3 15N-1,2.08,NA,0,3381,CyanoAq,1,3,200612,GBTFate1MT8,pos,comparable to blank,ok,ok,ok,something is wrong,8395,209.104801,2.07,RP,11692,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,B,Smp,L-Tryptophan,2184151,0.06331003659283085,200612_Smp_GBTFate1MT8-pos_B,L-Tryptophan_13C-0 15N-0,1.95,2105392,3294,646702,CyanoAq,0,0,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,2105392,205.097703,2.07,RP,79837,2025555,2025555,0.927387804231484,0.05871295582164031,1600,2,9,4.5,0.014513059839698528,NA,NA,NA
Fate1,8,B,Smp,L-Tryptophan,2184151,0.06331003659283085,200612_Smp_GBTFate1MT8-pos_B,L-Tryptophan_13C-1 15N-0,1.95,159256,0,59063,CyanoAq,0,1,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,159256,206.101057,2.07,RP,3227,156029,156029,0.0714369107264104,0.004522673432167833,1600,2,9,4.5,0.0011179445701194595,NA,NA,NA
Fate1,8,B,Smp,L-Tryptophan,2184151,0.06331003659283085,200612_Smp_GBTFate1MT8-pos_B,L-Tryptophan_13C-2 15N-0,1.96,2567,0,4055,CyanoAq,0,2,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,2567,207.104411,2.07,RP,0,2567,2567,0.0011752850421056053,7.440733902271262e-5,1600,2,9,4.5,1.8392502108560926e-5,NA,NA,NA
Fate1,8,B,Smp,L-Tryptophan,2184151,0.06331003659283085,200612_Smp_GBTFate1MT8-pos_B,L-Tryptophan_13C-0 15N-1,1.93,NA,0,4168,CyanoAq,1,0,200612,GBTFate1MT8,pos,comparable to blank,ok,ok,ok,something is wrong,2744,206.094739,2.07,RP,2215,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,B,Smp,L-Tryptophan,2184151,0.06331003659283085,200612_Smp_GBTFate1MT8-pos_B,L-Tryptophan_13C-3 15N-1,2.07,NA,0,5439,CyanoAq,1,3,200612,GBTFate1MT8,pos,comparable to blank,ok,ok,ok,something is wrong,10471,209.104801,2.07,RP,11692,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,C,Smp,L-Tryptophan,2202367,0.057932334515857366,200612_Smp_GBTFate1MT8-pos_C,L-Tryptophan_13C-0 15N-0,1.95,2095427,19109,633126,CyanoAq,0,0,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,2095427,205.097703,2.07,RP,79837,2015590,2015590,0.9151926086796615,0.053019244352470296,1600,2,9,4.5,0.013105650280672624,NA,NA,NA
Fate1,8,C,Smp,L-Tryptophan,2202367,0.057932334515857366,200612_Smp_GBTFate1MT8-pos_C,L-Tryptophan_13C-1 15N-0,1.94,171570,0,49388,CyanoAq,0,1,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,171570,206.101057,2.07,RP,3227,168343,168343,0.07643730586228363,0.00442819157270472,1600,2,9,4.5,0.0010945899142183041,NA,NA,NA
Fate1,8,C,Smp,L-Tryptophan,2202367,0.057932334515857366,200612_Smp_GBTFate1MT8-pos_C,L-Tryptophan_13C-2 15N-0,1.89,1832,0,2221,CyanoAq,0,2,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,1832,207.104411,2.07,RP,0,1832,1832,8.31832296797037e-4,4.81899868791399e-5,1600,2,9,4.5,1.1911922223364994e-5,NA,NA,NA
Fate1,8,C,Smp,L-Tryptophan,2202367,0.057932334515857366,200612_Smp_GBTFate1MT8-pos_C,L-Tryptophan_13C-0 15N-1,1.96,4511,0,3876,CyanoAq,1,0,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,4511,206.094739,2.07,RP,2215,2296,2296,0.0010425147125796928,6.039531106686966e-5,1600,2,9,4.5,1.4928915624915955e-5,NA,NA,NA
Fate1,8,C,Smp,L-Tryptophan,2202367,0.057932334515857366,200612_Smp_GBTFate1MT8-pos_C,L-Tryptophan_13C-3 15N-1,2.19,25998,0,8979,CyanoAq,1,3,200612,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,25998,209.104801,2.07,RP,11692,14306,14306,0.006495738448678172,3.7631329273634024e-4,1600,2,9,4.5,9.301962845385349e-5,NA,NA,NA
Fate1,96,A,Smp,L-Tryptophan,2960075,0.11927872940575907,200612_Smp_GBTFate1MTlong-pos_A,L-Tryptophan_13C-0 15N-0,1.95,2769687,6398,802394,CyanoAq,0,0,200612,GBTFate1MTlong,pos,ok,ok,ok,ok,all ok,2769687,205.097703,2.07,RP,79837,2689850,2689850,0.9087100833593743,0.10838978414130757,800,1.9,98,48,0.02820264151853616,NA,NA,NA
