SampID,type,replicate,runDate,BMIS.multiplier,FinalBMIS
GBTFate2MTlong-IS,Smp,B,200612,1.083297510770403,"Pyridoxal, D3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,1.1314846313070976,"Pyridoxal, D3 - IS.Norm.Area"
QC2,Poo,1,200612,3.383539350138741,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
QC2,Poo,2,200612,3.3086471867498504,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
QC2,Poo,3,200612,3.3828804743475294,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
QC2,Poo,4,200612,3.316299084782126,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
QC2,Poo,5,200612,3.1429108840552056,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Full1,200612,0.9363302488288098,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200612,0.927110206341726,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200612,0.9378577580133953,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200612,0.9661542594245713,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200612,0.9191754256468493,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200612,2.018123165000452,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200612,1.8794307473188154,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200612,1.920275631068928,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200612,1.967876415564593,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200612,1.8597551549745344,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos20,200612,0.8036760350146097,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos35,200612,0.8060870625162329,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos50,200612,0.8059887244931945,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
250nMStdsInH2O,Std,1,200612,Inf,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
250nMStdsInH2O,Std,2,200612,Inf,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
250nMStdsInMatrix,Std,1,200612,1.166278115085049,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
250nMStdsInMatrix,Std,2,200612,1.0718740757436922,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
H2OinMatrix,Std,1,200612,1.4064471693073877,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
H2OinMatrix,Std,2,200612,1.1742155288716247,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200612,1.0333614559262483,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200612,0.9207460487898215,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200612,0.9651991451775073,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200612,0.9161080434095541,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200612,0.9875511771565919,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200612,0.9987228131184117,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200612,0.952107043230212,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200612,1.0304329338383125,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200612,0.9920754679964937,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200612,0.9831895923486984,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200612,0.9964121925761104,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200612,0.9396047568790228,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200612,1.0183089251663051,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200612,0.9635795354127413,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200612,0.922382192685734,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200612,0.8712259475283993,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200612,0.9393822863147931,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200612,0.9625456999917764,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200612,0.9828622287321916,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200612,0.9797597598023431,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200612,0.9726019754172738,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200612,0.8852593518582745,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200612,0.9023162327822178,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200612,0.8609389389691334,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200612,1.0189015380716975,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200612,1.0106139406566967,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200612,1.022459578963621,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200612,0.9723068949173976,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200612,0.9551826564827217,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200612,0.9610036158382769,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200612,0.980643321744506,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200612,0.9748105337685967,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200612,1.015582941635719,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200612,0.8993825358668389,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200612,0.992179804083726,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,0.9525619494822289,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.9276332983244528,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200612,1.0806512506469033,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,1.0566961552786223,"Riboflavin-dioxopyrimidine, 13C4, 15N2 - IS.Norm.Area"
QC2,Poo,1,200612,5.961495709556201,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
QC2,Poo,2,200612,6.31322439351116,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
QC2,Poo,3,200612,6.0396344995589315,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
QC2,Poo,4,200612,5.923643097504471,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
QC2,Poo,5,200612,6.084223645341028,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Full1,200612,0.5917442384392364,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200612,0.5931247398803426,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200612,0.5754725943489911,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200612,0.7779621156382306,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200612,0.6555343841265185,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200612,2.1922481210742277,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200612,2.2235125138176013,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200612,2.1024392046104228,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200612,2.205877402817532,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200612,2.0472600706932655,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos20,200612,0.6281331158259177,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos35,200612,0.667382350663682,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos50,200612,0.6292528498664844,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
250nMStdsInH2O,Std,1,200612,4467.311727041488,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
250nMStdsInH2O,Std,2,200612,1016.8264688853839,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
250nMStdsInMatrix,Std,1,200612,0.6277904475650583,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
250nMStdsInMatrix,Std,2,200612,0.6592730664350167,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
H2OinMatrix,Std,1,200612,0.9129780050077015,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
H2OinMatrix,Std,2,200612,0.7669084583003353,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200612,0.7815397099931516,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200612,1.845780028359416,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200612,3.537309818229197,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200612,1.1314545949376316,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200612,0.4492633891911622,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200612,0.6790603753685676,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200612,1.5629589157657098,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200612,0.9856498251492053,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200612,0.9187235772695025,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200612,0.8790783383890468,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200612,0.8128150578077483,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200612,0.9978467910111462,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200612,0.77255075299125,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200612,0.7474044344679946,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200612,0.7056071848608517,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200612,0.5179715436120336,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200612,0.7006726306179291,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200612,0.790991115024252,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200612,1.0775341796515505,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200612,2.069453462172826,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200612,2.493243920144933,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200612,1.5431192408439878,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200612,2.0174775120499664,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200612,1.0636857894717167,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200612,3.1003395124751942,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200612,12.051309104434951,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200612,1.1165507038062628,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200612,1.4136738508457545,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200612,1.5418809527308988,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200612,1.0835414638600465,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200612,1.639708759116932,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200612,3.0849754046667046,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200612,1.048025421352167,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200612,0.8400150695921335,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200612,0.8350616384374524,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,2.20962025933715,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.7315010144204819,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200612,1.6220695290706235,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,0.7075316580444915,"Thiamine Hydrochloride, 13C3 - IS.Norm.Area"
QC2,Poo,1,200612,1.806861327520575,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
QC2,Poo,2,200612,2.165661432562051,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
QC2,Poo,3,200612,2.212482768413464,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
QC2,Poo,4,200612,2.1489812518857354,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
QC2,Poo,5,200612,2.110508794797038,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Full1,200612,0.8032519345156911,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200612,0.9526214166276874,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200612,1.0127455342417024,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200612,0.9604642125366801,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200612,0.9594479296746227,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200612,1.578274287088304,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200612,1.9320560552406016,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200612,1.969153530391827,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200612,1.8862486752182877,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200612,1.8670947404224332,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos20,200612,0.8657872022608041,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos35,200612,0.8649746340922203,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
TruePooGBT-Full,Poo,DDApos50,200612,0.8813953667489864,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
250nMStdsInH2O,Std,1,200612,22761.91701275313,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
250nMStdsInH2O,Std,2,200612,85839.08523908524,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
250nMStdsInMatrix,Std,1,200612,1.0003228599615446,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
250nMStdsInMatrix,Std,2,200612,1.1419311680475501,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
H2OinMatrix,Std,1,200612,1.0486344553843407,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
H2OinMatrix,Std,2,200612,1.2257505427982003,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200612,0.9815220306813127,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200612,1.0248339274234584,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200612,0.9609885529387325,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200612,0.9440787761590104,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200612,0.918580836902371,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200612,0.9738210356287466,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200612,0.947588539717511,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200612,0.9722556932395069,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200612,1.0191356038982162,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200612,0.9811617277787048,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200612,0.9710000557581607,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200612,0.9866165935169774,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200612,0.9733017705599922,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200612,0.9938763649890796,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200612,0.9565170209307199,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200612,0.9425097266162521,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200612,0.9097965543367963,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200612,0.9560072929150998,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200612,0.9951616359587095,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200612,0.9880200843830784,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200612,0.9717084447843124,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200612,0.9813637591439629,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200612,0.9584859358857937,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200612,0.9847108358802809,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200612,1.012332089136889,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200612,0.9755401864231905,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200612,0.8861817021780093,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200612,0.9068372691546851,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200612,1.016253859163518,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200612,0.9502507538006346,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200612,0.9425016714658699,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200612,0.9838814373946236,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200612,0.8597785814959047,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200612,0.917365168106309,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200612,0.9899311153371909,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200612,0.9767728334901321,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200612,0.9746220675061286,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200612,0.9487555254187567,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200612,1.0077948607036267,"Tryptamine Hydrochloride, D4 - IS.Norm.Area"
