Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_A,L-Phenylalanine_13C-1 15N-0,1.14,780363,0,307164,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,780363,167.090158,1.15,RP,65676,714687
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_B,L-Phenylalanine_13C-1 15N-0,1.14,1662177,728,663792,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,1662177,167.090158,1.15,RP,65676,1596501
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_C,L-Phenylalanine_13C-1 15N-0,1.14,1186237,15180,474418,CyanoAq,0,1,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,1186237,167.090158,1.15,RP,65676,1120561
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_A,L-Phenylalanine_13C-1 15N-0,1.13,409889,0,153401,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,409889,167.090158,1.15,RP,65676,344213
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_B,L-Phenylalanine_13C-1 15N-0,1.14,622685,0,234856,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,622685,167.090158,1.15,RP,65676,557009
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_C,L-Phenylalanine_13C-1 15N-0,1.14,263037,0,110174,CyanoAq,0,1,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,263037,167.090158,1.15,RP,65676,197361
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_A,L-Phenylalanine_13C-1 15N-0,1.14,887256,0,341925,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,887256,167.090158,1.15,RP,65676,821580
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_B,L-Phenylalanine_13C-1 15N-0,1.14,719081,0,302425,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,719081,167.090158,1.15,RP,65676,653405
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_C,L-Phenylalanine_13C-1 15N-0,1.13,698024,0,260030,CyanoAq,0,1,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,698024,167.090158,1.15,RP,65676,632348
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_A,L-Phenylalanine_13C-1 15N-0,1.14,740888,0,296128,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,740888,167.090158,1.15,RP,65676,675212
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_B,L-Phenylalanine_13C-1 15N-0,1.14,1775892,16102,743775,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,1775892,167.090158,1.15,RP,65676,1710216
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_C,L-Phenylalanine_13C-1 15N-0,1.14,1481253,0,574192,CyanoAq,0,1,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,1481253,167.090158,1.15,RP,65676,1415577
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_A,L-Phenylalanine_13C-2 15N-0,1,NA,0,0,CyanoAq,0,2,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,NA,NA,too small,ok,something is wrong,0,168.093512,1.15,RP,0,NA
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_B,L-Phenylalanine_13C-2 15N-0,1,NA,0,0,CyanoAq,0,2,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,NA,NA,too small,ok,something is wrong,0,168.093512,1.15,RP,0,NA
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_A,L-Phenylalanine_13C-2 15N-0,1.16,9335,0,5262,CyanoAq,0,2,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,9335,168.093512,1.15,RP,0,9335
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,10251,0,4701,CyanoAq,0,2,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,10251,168.093512,1.15,RP,0,10251
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,14859,0,5842,CyanoAq,0,2,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,14859,168.093512,1.15,RP,0,14859
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_A,L-Phenylalanine_13C-2 15N-0,1.13,119863,0,51803,CyanoAq,0,2,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,119863,168.093512,1.15,RP,0,119863
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,21311,0,9312,CyanoAq,0,2,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,21311,168.093512,1.15,RP,0,21311
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,20490,0,7210,CyanoAq,0,2,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,20490,168.093512,1.15,RP,0,20490
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_A,L-Phenylalanine_13C-2 15N-0,1.13,85018,0,53247,CyanoAq,0,2,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,85018,168.093512,1.15,RP,0,85018
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,69355,0,31722,CyanoAq,0,2,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,69355,168.093512,1.15,RP,0,69355
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_C,L-Phenylalanine_13C-2 15N-0,1.13,100347,0,44235,CyanoAq,0,2,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,100347,168.093512,1.15,RP,0,100347
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_A,L-Phenylalanine_13C-2 15N-0,1.15,28781,0,13045,CyanoAq,0,2,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,28781,168.093512,1.15,RP,0,28781
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,58070,0,26147,CyanoAq,0,2,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,58070,168.093512,1.15,RP,0,58070
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_C,L-Phenylalanine_13C-2 15N-0,1.13,21858,0,14150,CyanoAq,0,2,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,21858,168.093512,1.15,RP,0,21858
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_A,L-Phenylalanine_13C-2 15N-0,1.14,101875,0,40900,CyanoAq,0,2,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,101875,168.093512,1.15,RP,0,101875
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_B,L-Phenylalanine_13C-2 15N-0,1.13,73333,0,34754,CyanoAq,0,2,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,73333,168.093512,1.15,RP,0,73333
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,28013,0,15254,CyanoAq,0,2,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,28013,168.093512,1.15,RP,0,28013
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_A,L-Phenylalanine_13C-2 15N-0,1.14,82100,0,38138,CyanoAq,0,2,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,82100,168.093512,1.15,RP,0,82100
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,158720,0,73458,CyanoAq,0,2,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,158720,168.093512,1.15,RP,0,158720
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_C,L-Phenylalanine_13C-2 15N-0,1.13,99296,0,41573,CyanoAq,0,2,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,99296,168.093512,1.15,RP,0,99296
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_A,L-Phenylalanine_13C-2 15N-0,1.15,7764,0,5168,CyanoAq,0,2,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,7764,168.093512,1.15,RP,0,7764
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,5388,0,4349,CyanoAq,0,2,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,5388,168.093512,1.15,RP,0,5388
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,9274,0,8154,CyanoAq,0,2,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,9274,168.093512,1.15,RP,0,9274
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_A,L-Phenylalanine_13C-2 15N-0,1.14,32649,0,17653,CyanoAq,0,2,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,32649,168.093512,1.15,RP,0,32649
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_B,L-Phenylalanine_13C-2 15N-0,1.15,31616,0,12272,CyanoAq,0,2,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,31616,168.093512,1.15,RP,0,31616
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,72947,0,27159,CyanoAq,0,2,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,72947,168.093512,1.15,RP,0,72947
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_A,L-Phenylalanine_13C-2 15N-0,1.13,56662,0,25848,CyanoAq,0,2,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,56662,168.093512,1.15,RP,0,56662
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,148073,0,55928,CyanoAq,0,2,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,148073,168.093512,1.15,RP,0,148073
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,100353,0,34146,CyanoAq,0,2,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,100353,168.093512,1.15,RP,0,100353
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_A,L-Phenylalanine_13C-2 15N-0,1.14,75340,0,29791,CyanoAq,0,2,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,75340,168.093512,1.15,RP,0,75340
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_B,L-Phenylalanine_13C-2 15N-0,1.14,483984,0,186933,CyanoAq,0,2,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,483984,168.093512,1.15,RP,0,483984
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_C,L-Phenylalanine_13C-2 15N-0,1.15,209625,0,74123,CyanoAq,0,2,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,209625,168.093512,1.15,RP,0,209625
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_A,L-Phenylalanine_13C-2 15N-0,1.14,62232,0,24142,CyanoAq,0,2,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,62232,168.093512,1.15,RP,0,62232
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_B,L-Phenylalanine_13C-2 15N-0,1.13,48315,0,16062,CyanoAq,0,2,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,48315,168.093512,1.15,RP,0,48315
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,16949,0,7756,CyanoAq,0,2,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,16949,168.093512,1.15,RP,0,16949
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_A,L-Phenylalanine_13C-2 15N-0,1.14,72226,0,29387,CyanoAq,0,2,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,72226,168.093512,1.15,RP,0,72226
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_B,L-Phenylalanine_13C-2 15N-0,1.15,123306,0,47034,CyanoAq,0,2,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,123306,168.093512,1.15,RP,0,123306
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,69749,0,24483,CyanoAq,0,2,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,69749,168.093512,1.15,RP,0,69749
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_A,L-Phenylalanine_13C-2 15N-0,1.15,26385,0,11371,CyanoAq,0,2,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,26385,168.093512,1.15,RP,0,26385
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_B,L-Phenylalanine_13C-2 15N-0,1.15,72244,0,29616,CyanoAq,0,2,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,72244,168.093512,1.15,RP,0,72244
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_C,L-Phenylalanine_13C-2 15N-0,1.14,50297,0,23064,CyanoAq,0,2,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,50297,168.093512,1.15,RP,0,50297
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_A,L-Phenylalanine_13C-3 15N-0,1.17,NA,0,6793,CyanoAq,0,3,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,37664,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_B,L-Phenylalanine_13C-3 15N-0,1.07,NA,0,8133,CyanoAq,0,3,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,34931,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_A,L-Phenylalanine_13C-3 15N-0,1.26,NA,0,7096,CyanoAq,0,3,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,56096,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_B,L-Phenylalanine_13C-3 15N-0,1.16,NA,3468,6377,CyanoAq,0,3,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,9354,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_C,L-Phenylalanine_13C-3 15N-0,1.23,NA,0,8278,CyanoAq,0,3,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,49688,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_A,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,8786,CyanoAq,0,3,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,54880,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_B,L-Phenylalanine_13C-3 15N-0,1.18,NA,20128,7896,CyanoAq,0,3,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,41345,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_C,L-Phenylalanine_13C-3 15N-0,0.91,NA,0,16892,CyanoAq,0,3,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,55006,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_A,L-Phenylalanine_13C-3 15N-0,1.06,NA,0,12498,CyanoAq,0,3,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,66552,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_B,L-Phenylalanine_13C-3 15N-0,1.15,NA,0,13462,CyanoAq,0,3,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,35056,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_C,L-Phenylalanine_13C-3 15N-0,1.19,101170,31439,25741,CyanoAq,0,3,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,101170,169.096866,1.15,RP,37664,63506
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_A,L-Phenylalanine_13C-3 15N-0,0.91,NA,0,21717,CyanoAq,0,3,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,58577,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_B,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,8014,CyanoAq,0,3,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,25929,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_C,L-Phenylalanine_13C-3 15N-0,1.08,NA,0,9385,CyanoAq,0,3,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,34211,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_A,L-Phenylalanine_13C-3 15N-0,1.07,NA,0,11139,CyanoAq,0,3,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,53828,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_B,L-Phenylalanine_13C-3 15N-0,1.36,NA,0,12460,CyanoAq,0,3,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,64474,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_C,L-Phenylalanine_13C-3 15N-0,1.22,NA,0,7459,CyanoAq,0,3,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,24931,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_A,L-Phenylalanine_13C-3 15N-0,1.14,NA,13978,20123,CyanoAq,0,3,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,60669,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_B,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,17005,CyanoAq,0,3,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,24672,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_C,L-Phenylalanine_13C-3 15N-0,1.2,87880,0,13822,CyanoAq,0,3,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,87880,169.096866,1.15,RP,37664,50216
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_A,L-Phenylalanine_13C-3 15N-0,1.1,NA,11864,6650,CyanoAq,0,3,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,33851,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_B,L-Phenylalanine_13C-3 15N-0,1.09,NA,0,7215,CyanoAq,0,3,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,56893,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_C,L-Phenylalanine_13C-3 15N-0,1.13,NA,0,6127,CyanoAq,0,3,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,26834,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_A,L-Phenylalanine_13C-3 15N-0,1.34,NA,0,17065,CyanoAq,0,3,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,53011,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_B,L-Phenylalanine_13C-3 15N-0,1.34,NA,0,9399,CyanoAq,0,3,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,57288,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_C,L-Phenylalanine_13C-3 15N-0,1.15,NA,0,9561,CyanoAq,0,3,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,23081,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_A,L-Phenylalanine_13C-3 15N-0,1.16,NA,3398,8580,CyanoAq,0,3,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,20414,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_B,L-Phenylalanine_13C-3 15N-0,1.13,92794,0,20662,CyanoAq,0,3,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,92794,169.096866,1.15,RP,37664,55130
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_C,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,13334,CyanoAq,0,3,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,45310,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_A,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,14725,CyanoAq,0,3,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,comparable to blank,ok,ok,ok,something is wrong,52226,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_B,L-Phenylalanine_13C-3 15N-0,1.13,306058,0,136077,CyanoAq,0,3,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,306058,169.096866,1.15,RP,37664,268394
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_C,L-Phenylalanine_13C-3 15N-0,1.15,120296,10695,45309,CyanoAq,0,3,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,120296,169.096866,1.15,RP,37664,82632
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_A,L-Phenylalanine_13C-3 15N-0,1.16,NA,0,4067,CyanoAq,0,3,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,11012,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_B,L-Phenylalanine_13C-3 15N-0,1.23,NA,0,8374,CyanoAq,0,3,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,51722,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_C,L-Phenylalanine_13C-3 15N-0,1.12,NA,0,6416,CyanoAq,0,3,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,17877,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_A,L-Phenylalanine_13C-3 15N-0,1.15,NA,0,13554,CyanoAq,0,3,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,44017,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_B,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,29874,CyanoAq,0,3,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,70966,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_C,L-Phenylalanine_13C-3 15N-0,1.14,NA,0,23808,CyanoAq,0,3,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,46247,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_A,L-Phenylalanine_13C-3 15N-0,1.13,NA,1201,8844,CyanoAq,0,3,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,16687,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_B,L-Phenylalanine_13C-3 15N-0,1.06,NA,0,15981,CyanoAq,0,3,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,43220,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_C,L-Phenylalanine_13C-3 15N-0,1.22,NA,0,9576,CyanoAq,0,3,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,35124,169.096866,1.15,RP,37664,NA
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_A,L-Phenylalanine_13C-4 15N-0,0.97,NA,0,2502,CyanoAq,0,4,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,2341,170.10022,1.15,RP,2341,NA
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_B,L-Phenylalanine_13C-4 15N-0,2.51,NA,0,1724,CyanoAq,0,4,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1403,170.10022,1.15,RP,2341,NA
