Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT0-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT0,IS,B,0,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT0-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT0,IS,C,0,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT12,IS,A,12,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT12,IS,B,12,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.29,78322,0,70116,HILICNeg,0,1,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,78322,156.004776,10.67,HILIC,0,78322
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.34,73648,0,63909,HILICNeg,0,1,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,73648,156.004776,10.67,HILIC,0,73648
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT24,IS,B,24,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.73,79924,0,61069,HILICNeg,0,1,200605,Smp,GBTFate2MT24,IS,C,24,Fate2,ok,ok,ok,ok,all ok,79924,156.004776,10.67,HILIC,0,79924
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT48,IS,A,48,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT48,IS,B,48,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.29,181559,0,95801,HILICNeg,0,1,200605,Smp,GBTFate2MT48,IS,C,48,Fate2,ok,ok,ok,ok,all ok,181559,156.004776,10.67,HILIC,0,181559
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT5,IS,A,5,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT5,IS,B,5,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT0-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.87,607317,0,47806,HILICNeg,0,1,200605,Smp,GBTFate1MT0,neg,A,0,Fate1,ok,ok,ok,ok,all ok,607317,156.004776,10.67,HILIC,0,607317
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT0-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.9,499994,0,38646,HILICNeg,0,1,200605,Smp,GBTFate1MT0,neg,B,0,Fate1,ok,ok,ok,ok,all ok,499994,156.004776,10.67,HILIC,0,499994
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT0-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.82,974243,0,46271,HILICNeg,0,1,200605,Smp,GBTFate1MT0,neg,C,0,Fate1,ok,ok,ok,ok,all ok,974243,156.004776,10.67,HILIC,0,974243
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT12-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.97,1033793,0,52934,HILICNeg,0,1,200605,Smp,GBTFate1MT12,neg,A,12,Fate1,ok,ok,ok,ok,all ok,1033793,156.004776,10.67,HILIC,0,1033793
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT12-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.14,267415,0,34933,HILICNeg,0,1,200605,Smp,GBTFate1MT12,neg,B,12,Fate1,ok,ok,ok,ok,all ok,267415,156.004776,10.67,HILIC,0,267415
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT12-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.67,563730,0,42381,HILICNeg,0,1,200605,Smp,GBTFate1MT12,neg,C,12,Fate1,ok,ok,ok,ok,all ok,563730,156.004776,10.67,HILIC,0,563730
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT36-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.19,1087849,0,86571,HILICNeg,0,1,200605,Smp,GBTFate1MT36,neg,A,36,Fate1,ok,ok,ok,ok,all ok,1087849,156.004776,10.67,HILIC,0,1087849
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT36-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.21,714725,0,50056,HILICNeg,0,1,200605,Smp,GBTFate1MT36,neg,B,36,Fate1,ok,ok,ok,ok,all ok,714725,156.004776,10.67,HILIC,0,714725
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT36-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.99,1487822,0,70485,HILICNeg,0,1,200605,Smp,GBTFate1MT36,neg,C,36,Fate1,ok,ok,ok,ok,all ok,1487822,156.004776,10.67,HILIC,0,1487822
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT4-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.42,244395,0,27102,HILICNeg,0,1,200605,Smp,GBTFate1MT4,neg,A,4,Fate1,ok,ok,ok,ok,all ok,244395,156.004776,10.67,HILIC,0,244395
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT4-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.14,812010,0,64474,HILICNeg,0,1,200605,Smp,GBTFate1MT4,neg,B,4,Fate1,ok,ok,ok,ok,all ok,812010,156.004776,10.67,HILIC,0,812010
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT4-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.16,478520,0,42827,HILICNeg,0,1,200605,Smp,GBTFate1MT4,neg,C,4,Fate1,ok,ok,ok,ok,all ok,478520,156.004776,10.67,HILIC,0,478520
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT50-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.87,1772201,0,96414,HILICNeg,0,1,200605,Smp,GBTFate1MT50,neg,A,50,Fate1,ok,ok,ok,ok,all ok,1772201,156.004776,10.67,HILIC,0,1772201
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT50-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.1,1374766,0,60931,HILICNeg,0,1,200605,Smp,GBTFate1MT50,neg,B,50,Fate1,ok,ok,ok,ok,all ok,1374766,156.004776,10.67,HILIC,0,1374766
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT50-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.56,2406095,0,85992,HILICNeg,0,1,200605,Smp,GBTFate1MT50,neg,C,50,Fate1,ok,ok,ok,ok,all ok,2406095,156.004776,10.67,HILIC,0,2406095
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT8-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.64,371218,0,28436,HILICNeg,0,1,200605,Smp,GBTFate1MT8,neg,A,8,Fate1,ok,ok,ok,ok,all ok,371218,156.004776,10.67,HILIC,0,371218
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT8-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.3,608295,0,56776,HILICNeg,0,1,200605,Smp,GBTFate1MT8,neg,B,8,Fate1,ok,ok,ok,ok,all ok,608295,156.004776,10.67,HILIC,0,608295
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MT8-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.1,653061,0,55070,HILICNeg,0,1,200605,Smp,GBTFate1MT8,neg,C,8,Fate1,ok,ok,ok,ok,all ok,653061,156.004776,10.67,HILIC,0,653061
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MTlong-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.1,1753442,0,81066,HILICNeg,0,1,200605,Smp,GBTFate1MTlong,neg,A,96,Fate1,ok,ok,ok,ok,all ok,1753442,156.004776,10.67,HILIC,0,1753442
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MTlong-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.34,1502004,0,81417,HILICNeg,0,1,200605,Smp,GBTFate1MTlong,neg,B,96,Fate1,ok,ok,ok,ok,all ok,1502004,156.004776,10.67,HILIC,0,1502004
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate1MTlong-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.21,2923496,0,113801,HILICNeg,0,1,200605,Smp,GBTFate1MTlong,neg,C,96,Fate1,ok,ok,ok,ok,all ok,2923496,156.004776,10.67,HILIC,0,2923496
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT0-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.97,348534,0,37993,HILICNeg,0,1,200605,Smp,GBTFate2MT0,neg,A,0,Fate2,ok,ok,ok,ok,all ok,348534,156.004776,10.67,HILIC,0,348534
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT0-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.29,321858,0,29738,HILICNeg,0,1,200605,Smp,GBTFate2MT0,neg,B,0,Fate2,ok,ok,ok,ok,all ok,321858,156.004776,10.67,HILIC,0,321858
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT0-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.61,NA,0,27190,HILICNeg,0,1,200605,Smp,GBTFate2MT0,neg,C,0,Fate2,ok,ok,ok,bad RT,something is wrong,267623,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.68,580029,0,53919,HILICNeg,0,1,200605,Smp,GBTFate2MT12,neg,A,12,Fate2,ok,ok,ok,ok,all ok,580029,156.004776,10.67,HILIC,0,580029
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.03,NA,0,28658,HILICNeg,0,1,200605,Smp,GBTFate2MT12,neg,B,12,Fate2,ok,ok,ok,bad RT,something is wrong,463603,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.22,510371,0,48780,HILICNeg,0,1,200605,Smp,GBTFate2MT12,neg,C,12,Fate2,ok,ok,ok,ok,all ok,510371,156.004776,10.67,HILIC,0,510371
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.12,249577,0,37536,HILICNeg,0,1,200605,Smp,GBTFate2MT24,neg,A,24,Fate2,ok,ok,ok,ok,all ok,249577,156.004776,10.67,HILIC,0,249577
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.98,622222,0,59944,HILICNeg,0,1,200605,Smp,GBTFate2MT24,neg,B,24,Fate2,ok,ok,ok,ok,all ok,622222,156.004776,10.67,HILIC,0,622222
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.71,483887,0,48683,HILICNeg,0,1,200605,Smp,GBTFate2MT24,neg,C,24,Fate2,ok,ok,ok,ok,all ok,483887,156.004776,10.67,HILIC,0,483887
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.17,NA,0,50922,HILICNeg,0,1,200605,Smp,GBTFate2MT48,neg,A,48,Fate2,ok,ok,ok,bad RT,something is wrong,646935,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.75,725321,0,59839,HILICNeg,0,1,200605,Smp,GBTFate2MT48,neg,B,48,Fate2,ok,ok,ok,ok,all ok,725321,156.004776,10.67,HILIC,0,725321
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.28,339006,0,64043,HILICNeg,0,1,200605,Smp,GBTFate2MT48,neg,C,48,Fate2,ok,ok,ok,ok,all ok,339006,156.004776,10.67,HILIC,0,339006
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.38,142736,0,32032,HILICNeg,0,1,200605,Smp,GBTFate2MT5,neg,A,5,Fate2,ok,ok,ok,ok,all ok,142736,156.004776,10.67,HILIC,0,142736
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.1,NA,0,48356,HILICNeg,0,1,200605,Smp,GBTFate2MT5,neg,B,5,Fate2,ok,ok,ok,bad RT,something is wrong,674774,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.84,364550,0,42775,HILICNeg,0,1,200605,Smp,GBTFate2MT5,neg,C,5,Fate2,ok,ok,ok,ok,all ok,364550,156.004776,10.67,HILIC,0,364550
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.89,242577,0,46134,HILICNeg,0,1,200605,Smp,GBTFate2MTlong,neg,A,96,Fate2,ok,ok,ok,ok,all ok,242577,156.004776,10.67,HILIC,0,242577
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-neg_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",7.94,NA,0,38906,HILICNeg,0,1,200605,Smp,GBTFate2MTlong,neg,B,96,Fate2,ok,ok,ok,bad RT,something is wrong,287340,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-neg_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.47,NA,0,38108,HILICNeg,0,1,200605,Smp,GBTFate2MTlong,neg,C,96,Fate2,ok,ok,ok,bad RT,something is wrong,385515,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix1InH2O_1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",7.25,NA,0,119317,HILICNeg,0,1,200605,Std,4uMStdsMix1InH2O,1,NA,NA,StdsM,ok,ok,ok,bad RT,something is wrong,216798,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix1InH2O_2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Std,4uMStdsMix1InH2O,2,NA,NA,StdsM,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix1InMatrix_1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",7.48,NA,0,139868,HILICNeg,0,1,200605,Std,4uMStdsMix1InMatrix,1,NA,NA,StdsM,ok,ok,ok,bad RT,something is wrong,836265,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix1InMatrix_2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Std,4uMStdsMix1InMatrix,2,NA,NA,StdsM,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix2InH2O_1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.63,6924174,0,570268,HILICNeg,0,1,200605,Std,4uMStdsMix2InH2O,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,6924174,156.004776,10.67,HILIC,0,6924174
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix2InH2O_2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",7.58,12244740,0,739783,HILICNeg,0,1,200605,Std,4uMStdsMix2InH2O,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,12244740,156.004776,10.67,HILIC,0,12244740
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix2InMatrix_1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.61,2461990,0,195468,HILICNeg,0,1,200605,Std,4uMStdsMix2InMatrix,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,2461990,156.004776,10.67,HILIC,0,2461990
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_4uMStdsMix2InMatrix_2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.59,10633596,0,278379,HILICNeg,0,1,200605,Std,4uMStdsMix2InMatrix,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,10633596,156.004776,10.67,HILIC,0,10633596
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_H2OinMatrix_1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.9,62600,0,48954,HILICNeg,0,1,200605,Std,H2OinMatrix,1,NA,NA,inMat,ok,ok,ok,ok,all ok,62600,156.004776,10.67,HILIC,0,62600
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Std_H2OinMatrix_2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",NA,NA,NA,NA,HILICNeg,0,1,200605,Std,H2OinMatrix,2,NA,NA,inMat,NA,NA,NA,bad RT,something is wrong,NA,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Blk_GBTFate1MBlk_B_20200607110426,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",8.97,NA,0,0,HILICNeg,0,1,200605,Blk,GBTFate1MBlk,B,20200607110426,NA,Fate1,NA,NA,too small,ok,something is wrong,0,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Blk_GBTFate1MBlk-neg_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-1",9.29,NA,0,0,HILICNeg,0,1,200605,Blk,GBTFate1MBlk,neg,A,NA,Fate1,NA,NA,too small,bad RT,something is wrong,0,156.004776,10.67,HILIC,0,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Full1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",11.08,NA,0,48220,HILICNeg,0,2,200605,Poo,TruePooGBT,Full1,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,52014,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Full2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",15.62,NA,0,56597,HILICNeg,0,2,200605,Poo,TruePooGBT,Full2,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,58911,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Full3,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",10.74,NA,0,55654,HILICNeg,0,2,200605,Poo,TruePooGBT,Full3,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,82110,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Full4,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",NA,NA,NA,NA,HILICNeg,0,2,200605,Poo,TruePooGBT,Full4,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Full5,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",9.98,NA,0,39843,HILICNeg,0,2,200605,Poo,TruePooGBT,Full5,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,57932,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Full6neg,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",10.66,NA,0,44618,HILICNeg,0,2,200605,Poo,TruePooGBT,Full6neg,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,29606,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Half1,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",NA,NA,NA,NA,HILICNeg,0,2,200605,Poo,TruePooGBT,Half1,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Half2,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",9.38,NA,0,20066,HILICNeg,0,2,200605,Poo,TruePooGBT,Half2,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,28326,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Half3,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",13.2,NA,0,77662,HILICNeg,0,2,200605,Poo,TruePooGBT,Half3,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,75233,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Half4,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",12.04,NA,0,42080,HILICNeg,0,2,200605,Poo,TruePooGBT,Half4,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,53829,157.00813,10.67,HILIC,118019,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Poo_TruePooGBT_Half5,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-2",10.62,NA,0,54083,HILICNeg,0,2,200605,Poo,TruePooGBT,Half5,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,54016,157.00813,10.67,HILIC,118019,NA
