Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT12-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.21,71819856,0,2398927,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,71819856
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.15,70291392,0,2283939,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,70291392
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.98,85973544,0,1924582,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,B,24,Fate2,ok,ok,ok,ok,all ok,85973544
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT24-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.71,88061320,0,1750563,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,C,24,Fate2,ok,ok,ok,ok,all ok,88061320
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.7,106362968,0,1897192,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,A,48,Fate2,ok,ok,ok,ok,all ok,106362968
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.79,112180008,0,2344698,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,B,48,Fate2,ok,ok,ok,ok,all ok,112180008
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT48-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.17,75018224,0,2545306,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,C,48,Fate2,ok,ok,ok,ok,all ok,75018224
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.28,34983548,0,1058744,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,A,5,Fate2,ok,ok,ok,ok,all ok,34983548
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.76,93880904,0,1776138,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,B,5,Fate2,ok,ok,ok,ok,all ok,93880904
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MT5-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.92,54440904,0,1312452,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,ok,ok,ok,ok,all ok,54440904
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-IS_A,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.92,46653524,0,1289718,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,ok,ok,ok,ok,all ok,46653524
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-IS_B,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",8.89,68075424,0,1287516,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,ok,ok,ok,ok,all ok,68075424
"(R)-2,3-Dihydroxypropane-1-sulfonate",200605_Smp_GBTFate2MTlong-IS_C,"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0",9.02,54856096,0,1246967,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,54856096
Sucrose,200605_Poo_TruePooGBT_Full1,Sucrose_13C-0,11.85,NA,0,360616,HILICNeg,0,0,200605,Poo,TruePooGBT,Full1,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,3865731
Sucrose,200605_Poo_TruePooGBT_Full2,Sucrose_13C-0,11.89,NA,0,331090,HILICNeg,0,0,200605,Poo,TruePooGBT,Full2,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,3792984
Sucrose,200605_Poo_TruePooGBT_Full3,Sucrose_13C-0,11.87,NA,0,391840,HILICNeg,0,0,200605,Poo,TruePooGBT,Full3,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,4512625
Sucrose,200605_Poo_TruePooGBT_Full4,Sucrose_13C-0,11.87,NA,0,406140,HILICNeg,0,0,200605,Poo,TruePooGBT,Full4,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,4795991
Sucrose,200605_Poo_TruePooGBT_Full5,Sucrose_13C-0,11.85,NA,0,663764,HILICNeg,0,0,200605,Poo,TruePooGBT,Full5,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,6408523
Sucrose,200605_Poo_TruePooGBT_Full6neg,Sucrose_13C-0,11.91,NA,0,336956,HILICNeg,0,0,200605,Poo,TruePooGBT,Full6neg,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,2889739
Sucrose,200605_Poo_TruePooGBT_Half1,Sucrose_13C-0,11.96,NA,0,198360,HILICNeg,0,0,200605,Poo,TruePooGBT,Half1,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,1171733
Sucrose,200605_Poo_TruePooGBT_Half2,Sucrose_13C-0,11.92,NA,0,179736,HILICNeg,0,0,200605,Poo,TruePooGBT,Half2,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,1439264
Sucrose,200605_Poo_TruePooGBT_Half3,Sucrose_13C-0,11.9,NA,0,271110,HILICNeg,0,0,200605,Poo,TruePooGBT,Half3,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,1838872
Sucrose,200605_Poo_TruePooGBT_Half4,Sucrose_13C-0,11.88,NA,0,213706,HILICNeg,0,0,200605,Poo,TruePooGBT,Half4,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,2450501
Sucrose,200605_Poo_TruePooGBT_Half5,Sucrose_13C-0,11.87,NA,0,262515,HILICNeg,0,0,200605,Poo,TruePooGBT,Half5,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,2385177
Sucrose,200605_Poo_TruePooGBT_Half6neg,Sucrose_13C-0,11.91,NA,0,151607,HILICNeg,0,0,200605,Poo,TruePooGBT,Half6neg,NA,NA,ePooG,comparable to blank,ok,ok,ok,something is wrong,1390774
Sucrose,200605_Poo_QC2_1,Sucrose_13C-0,11.9,NA,0,109459,HILICNeg,0,0,200605,Poo,QC2,1,NA,NA,,comparable to blank,ok,ok,ok,something is wrong,438411
Sucrose,200605_Poo_QC2_2,Sucrose_13C-0,11.87,NA,0,112492,HILICNeg,0,0,200605,Poo,QC2,2,NA,NA,,comparable to blank,ok,ok,ok,something is wrong,778459
Sucrose,200605_Poo_QC2_3,Sucrose_13C-0,11.88,NA,0,166082,HILICNeg,0,0,200605,Poo,QC2,3,NA,NA,,comparable to blank,ok,ok,ok,something is wrong,874235
Sucrose,200605_Poo_QC2_4,Sucrose_13C-0,11.91,NA,0,192142,HILICNeg,0,0,200605,Poo,QC2,4,NA,NA,,comparable to blank,ok,ok,ok,something is wrong,1243057
Sucrose,200605_Poo_QC2_5,Sucrose_13C-0,11.87,NA,0,183603,HILICNeg,0,0,200605,Poo,QC2,5,NA,NA,,comparable to blank,ok,ok,ok,something is wrong,1443959
Sucrose,200605_Blk_GBTFate1MBlk-IS_A,Sucrose_13C-0,11.9,NA,0,450240,HILICNeg,0,0,200605,Blk,GBTFate1MBlk,IS,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,4569735
Sucrose,200605_Blk_GBTFate1MBlk-IS_B,Sucrose_13C-0,11.91,NA,0,115430,HILICNeg,0,0,200605,Blk,GBTFate1MBlk,IS,B,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,816090
Sucrose,200605_Smp_GBTFate1MT0-IS_A,Sucrose_13C-0,11.93,NA,0,178534,HILICNeg,0,0,200605,Smp,GBTFate1MT0,IS,A,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,1043177
Sucrose,200605_Smp_GBTFate1MT0-IS_B,Sucrose_13C-0,11.96,NA,0,124098,HILICNeg,0,0,200605,Smp,GBTFate1MT0,IS,B,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,491792
Sucrose,200605_Smp_GBTFate1MT0-IS_C,Sucrose_13C-0,11.86,NA,0,224482,HILICNeg,0,0,200605,Smp,GBTFate1MT0,IS,C,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,2212465
Sucrose,200605_Smp_GBTFate1MT12-IS_A,Sucrose_13C-0,11.84,NA,0,145984,HILICNeg,0,0,200605,Smp,GBTFate1MT12,IS,A,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,1246768
Sucrose,200605_Smp_GBTFate1MT12-IS_B,Sucrose_13C-0,11.9,NA,0,648462,HILICNeg,0,0,200605,Smp,GBTFate1MT12,IS,B,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,7011615
Sucrose,200605_Smp_GBTFate1MT12-IS_C,Sucrose_13C-0,11.88,NA,0,384484,HILICNeg,0,0,200605,Smp,GBTFate1MT12,IS,C,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,3849107
Sucrose,200605_Smp_GBTFate1MT36-IS_A,Sucrose_13C-0,11.9,NA,0,265498,HILICNeg,0,0,200605,Smp,GBTFate1MT36,IS,A,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,2057154
Sucrose,200605_Smp_GBTFate1MT36-IS_B,Sucrose_13C-0,11.91,NA,0,248440,HILICNeg,0,0,200605,Smp,GBTFate1MT36,IS,B,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,3173793
Sucrose,200605_Smp_GBTFate1MT36-IS_C,Sucrose_13C-0,11.9,NA,0,316600,HILICNeg,0,0,200605,Smp,GBTFate1MT36,IS,C,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,3059519
Sucrose,200605_Smp_GBTFate1MT4-IS_A,Sucrose_13C-0,12.03,NA,0,46081,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,A,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,66638
Sucrose,200605_Smp_GBTFate1MT4-IS_B,Sucrose_13C-0,12.68,NA,0,43628,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,B,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,63475
Sucrose,200605_Smp_GBTFate1MT4-IS_C,Sucrose_13C-0,11.9,NA,0,141593,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,C,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,1298298
Sucrose,200605_Smp_GBTFate1MT50-IS_A,Sucrose_13C-0,11.88,NA,0,138212,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,A,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,894933
Sucrose,200605_Smp_GBTFate1MT50-IS_B,Sucrose_13C-0,11.87,NA,0,125471,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,B,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,1154031
Sucrose,200605_Smp_GBTFate1MT50-IS_C,Sucrose_13C-0,11.84,NA,0,72130,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,C,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,317487
Sucrose,200605_Smp_GBTFate1MT8-IS_A,Sucrose_13C-0,11.86,NA,0,269918,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,A,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,2243134
Sucrose,200605_Smp_GBTFate1MT8-IS_B,Sucrose_13C-0,11.91,25181464,0,1900161,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,B,8,Fate1,ok,ok,ok,ok,all ok,25181464
Sucrose,200605_Smp_GBTFate1MT8-IS_C,Sucrose_13C-0,11.93,NA,0,416041,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,C,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,3981848
Sucrose,200605_Smp_GBTFate1MTlong-IS_A,Sucrose_13C-0,11.9,NA,0,450078,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,A,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,5147111
Sucrose,200605_Smp_GBTFate1MTlong-IS_B,Sucrose_13C-0,11.91,NA,0,701374,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,B,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,6167397
Sucrose,200605_Smp_GBTFate1MTlong-IS_C,Sucrose_13C-0,11.9,NA,0,360815,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,C,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,3500423
Sucrose,200605_Smp_GBTFate2MT0-IS_A,Sucrose_13C-0,11.92,NA,0,399641,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,A,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,4976102
Sucrose,200605_Smp_GBTFate2MT0-IS_B,Sucrose_13C-0,11.93,NA,0,231198,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,B,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,2422916
Sucrose,200605_Smp_GBTFate2MT0-IS_C,Sucrose_13C-0,11.9,NA,0,392647,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,C,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,4299435
Sucrose,200605_Smp_GBTFate2MT12-IS_A,Sucrose_13C-0,11.9,65717448,0,5456298,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,A,12,Fate2,ok,ok,ok,ok,all ok,65717448
Sucrose,200605_Smp_GBTFate2MT12-IS_B,Sucrose_13C-0,11.9,NA,0,411247,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,B,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,5611525
Sucrose,200605_Smp_GBTFate2MT12-IS_C,Sucrose_13C-0,11.9,NA,0,510237,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,5346852
Sucrose,200605_Smp_GBTFate2MT24-IS_A,Sucrose_13C-0,11.87,NA,0,452605,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,4200191
Sucrose,200605_Smp_GBTFate2MT24-IS_B,Sucrose_13C-0,11.9,NA,0,525755,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,B,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,4903437
Sucrose,200605_Smp_GBTFate2MT24-IS_C,Sucrose_13C-0,11.9,NA,0,452972,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,C,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,5189320
Sucrose,200605_Smp_GBTFate2MT48-IS_A,Sucrose_13C-0,11.91,NA,0,388426,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,A,48,Fate2,comparable to blank,ok,ok,ok,something is wrong,3881056
Sucrose,200605_Smp_GBTFate2MT48-IS_B,Sucrose_13C-0,11.88,NA,0,336616,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,B,48,Fate2,comparable to blank,ok,ok,ok,something is wrong,3974363
Sucrose,200605_Smp_GBTFate2MT48-IS_C,Sucrose_13C-0,11.88,NA,0,272301,HILICNeg,0,0,200605,Smp,GBTFate2MT48,IS,C,48,Fate2,comparable to blank,ok,ok,ok,something is wrong,2994238
Sucrose,200605_Smp_GBTFate2MT5-IS_A,Sucrose_13C-0,11.9,NA,0,189320,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,A,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,1253373
Sucrose,200605_Smp_GBTFate2MT5-IS_B,Sucrose_13C-0,11.87,NA,0,366448,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,B,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,3556004
Sucrose,200605_Smp_GBTFate2MT5-IS_C,Sucrose_13C-0,11.88,NA,0,229205,HILICNeg,0,0,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,1843604
Sucrose,200605_Smp_GBTFate2MTlong-IS_A,Sucrose_13C-0,11.9,NA,0,589634,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,5809013
Sucrose,200605_Smp_GBTFate2MTlong-IS_B,Sucrose_13C-0,11.87,NA,0,310194,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,3427739
Sucrose,200605_Smp_GBTFate2MTlong-IS_C,Sucrose_13C-0,11.89,10802123,0,978249,HILICNeg,0,0,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,10802123
Trehalose,200605_Poo_TruePooGBT_Full1,Trehalose_13C-0,12.7,529130,0,111222,HILICNeg,0,0,200605,Poo,TruePooGBT,Full1,NA,NA,ePooG,ok,ok,ok,ok,all ok,529130
Trehalose,200605_Poo_TruePooGBT_Full2,Trehalose_13C-0,12.79,552118,0,91573,HILICNeg,0,0,200605,Poo,TruePooGBT,Full2,NA,NA,ePooG,ok,ok,ok,ok,all ok,552118
Trehalose,200605_Poo_TruePooGBT_Full3,Trehalose_13C-0,12.7,492578,0,98632,HILICNeg,0,0,200605,Poo,TruePooGBT,Full3,NA,NA,ePooG,ok,ok,ok,ok,all ok,492578
Trehalose,200605_Poo_TruePooGBT_Full4,Trehalose_13C-0,12.79,903049,0,152584,HILICNeg,0,0,200605,Poo,TruePooGBT,Full4,NA,NA,ePooG,ok,ok,ok,ok,all ok,903049
Trehalose,200605_Poo_TruePooGBT_Full5,Trehalose_13C-0,12.72,698658,0,142158,HILICNeg,0,0,200605,Poo,TruePooGBT,Full5,NA,NA,ePooG,ok,ok,ok,ok,all ok,698658
Trehalose,200605_Poo_TruePooGBT_Full6neg,Trehalose_13C-0,12.71,655918,0,86952,HILICNeg,0,0,200605,Poo,TruePooGBT,Full6neg,NA,NA,ePooG,ok,ok,ok,ok,all ok,655918
Trehalose,200605_Poo_TruePooGBT_Half1,Trehalose_13C-0,12.7,62504,0,50063,HILICNeg,0,0,200605,Poo,TruePooGBT,Half1,NA,NA,ePooG,ok,ok,ok,ok,all ok,62504
Trehalose,200605_Poo_TruePooGBT_Half2,Trehalose_13C-0,12.85,66137,0,64787,HILICNeg,0,0,200605,Poo,TruePooGBT,Half2,NA,NA,ePooG,ok,ok,ok,ok,all ok,66137
Trehalose,200605_Poo_TruePooGBT_Half3,Trehalose_13C-0,12.78,68984,0,54618,HILICNeg,0,0,200605,Poo,TruePooGBT,Half3,NA,NA,ePooG,ok,ok,ok,ok,all ok,68984
Trehalose,200605_Poo_TruePooGBT_Half4,Trehalose_13C-0,12.86,NA,0,0,HILICNeg,0,0,200605,Poo,TruePooGBT,Half4,NA,NA,ePooG,NA,NA,too small,ok,something is wrong,0
Trehalose,200605_Poo_TruePooGBT_Half5,Trehalose_13C-0,12.95,68146,0,63827,HILICNeg,0,0,200605,Poo,TruePooGBT,Half5,NA,NA,ePooG,ok,ok,ok,ok,all ok,68146
Trehalose,200605_Poo_TruePooGBT_Half6neg,Trehalose_13C-0,12.71,123553,0,62805,HILICNeg,0,0,200605,Poo,TruePooGBT,Half6neg,NA,NA,ePooG,ok,ok,ok,ok,all ok,123553
Trehalose,200605_Poo_QC2_1,Trehalose_13C-0,12.72,764735,0,104286,HILICNeg,0,0,200605,Poo,QC2,1,NA,NA,,ok,ok,ok,ok,all ok,764735
Trehalose,200605_Poo_QC2_2,Trehalose_13C-0,12.73,698109,0,106688,HILICNeg,0,0,200605,Poo,QC2,2,NA,NA,,ok,ok,ok,ok,all ok,698109
Trehalose,200605_Poo_QC2_3,Trehalose_13C-0,12.72,890174,0,118608,HILICNeg,0,0,200605,Poo,QC2,3,NA,NA,,ok,ok,ok,ok,all ok,890174
Trehalose,200605_Poo_QC2_4,Trehalose_13C-0,12.73,1292882,0,127183,HILICNeg,0,0,200605,Poo,QC2,4,NA,NA,,ok,ok,ok,ok,all ok,1292882
Trehalose,200605_Poo_QC2_5,Trehalose_13C-0,12.71,1359149,0,145285,HILICNeg,0,0,200605,Poo,QC2,5,NA,NA,,ok,ok,ok,ok,all ok,1359149
Trehalose,200605_Blk_GBTFate1MBlk-IS_A,Trehalose_13C-0,12.86,NA,0,0,HILICNeg,0,0,200605,Blk,GBTFate1MBlk,IS,A,NA,Fate1,NA,NA,too small,ok,something is wrong,0
Trehalose,200605_Blk_GBTFate1MBlk-IS_B,Trehalose_13C-0,12.92,NA,0,0,HILICNeg,0,0,200605,Blk,GBTFate1MBlk,IS,B,NA,Fate1,NA,NA,too small,ok,something is wrong,0
Trehalose,200605_Smp_GBTFate1MT0-IS_A,Trehalose_13C-0,11.93,1043177,0,178534,HILICNeg,0,0,200605,Smp,GBTFate1MT0,IS,A,0,Fate1,ok,ok,ok,ok,all ok,1043177
Trehalose,200605_Smp_GBTFate1MT0-IS_B,Trehalose_13C-0,11.96,301589,0,124098,HILICNeg,0,0,200605,Smp,GBTFate1MT0,IS,B,0,Fate1,ok,ok,ok,ok,all ok,301589
Trehalose,200605_Smp_GBTFate1MT0-IS_C,Trehalose_13C-0,11.86,2212465,0,224482,HILICNeg,0,0,200605,Smp,GBTFate1MT0,IS,C,0,Fate1,ok,ok,ok,ok,all ok,2212465
Trehalose,200605_Smp_GBTFate1MT12-IS_A,Trehalose_13C-0,11.84,1246768,0,145984,HILICNeg,0,0,200605,Smp,GBTFate1MT12,IS,A,12,Fate1,ok,ok,ok,ok,all ok,1246768
Trehalose,200605_Smp_GBTFate1MT12-IS_B,Trehalose_13C-0,11.9,7011615,0,648462,HILICNeg,0,0,200605,Smp,GBTFate1MT12,IS,B,12,Fate1,ok,ok,ok,ok,all ok,7011615
Trehalose,200605_Smp_GBTFate1MT12-IS_C,Trehalose_13C-0,11.88,3849107,0,384484,HILICNeg,0,0,200605,Smp,GBTFate1MT12,IS,C,12,Fate1,ok,ok,ok,ok,all ok,3849107
Trehalose,200605_Smp_GBTFate1MT36-IS_A,Trehalose_13C-0,13.19,68803,0,47981,HILICNeg,0,0,200605,Smp,GBTFate1MT36,IS,A,36,Fate1,ok,ok,ok,ok,all ok,68803
Trehalose,200605_Smp_GBTFate1MT36-IS_B,Trehalose_13C-0,12.75,199807,0,62427,HILICNeg,0,0,200605,Smp,GBTFate1MT36,IS,B,36,Fate1,ok,ok,ok,ok,all ok,199807
Trehalose,200605_Smp_GBTFate1MT36-IS_C,Trehalose_13C-0,11.9,3059519,0,316600,HILICNeg,0,0,200605,Smp,GBTFate1MT36,IS,C,36,Fate1,ok,ok,ok,ok,all ok,3059519
Trehalose,200605_Smp_GBTFate1MT4-IS_A,Trehalose_13C-0,12.03,66638,0,46081,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,A,4,Fate1,ok,ok,ok,ok,all ok,66638
Trehalose,200605_Smp_GBTFate1MT4-IS_B,Trehalose_13C-0,12.68,63475,0,43628,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,B,4,Fate1,ok,ok,ok,ok,all ok,63475
Trehalose,200605_Smp_GBTFate1MT4-IS_C,Trehalose_13C-0,11.9,1038801,0,141593,HILICNeg,0,0,200605,Smp,GBTFate1MT4,IS,C,4,Fate1,ok,ok,ok,ok,all ok,1038801
Trehalose,200605_Smp_GBTFate1MT50-IS_A,Trehalose_13C-0,11.88,635464,0,138212,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,A,50,Fate1,ok,ok,ok,ok,all ok,635464
Trehalose,200605_Smp_GBTFate1MT50-IS_B,Trehalose_13C-0,11.87,1154031,0,125471,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,B,50,Fate1,ok,ok,ok,ok,all ok,1154031
Trehalose,200605_Smp_GBTFate1MT50-IS_C,Trehalose_13C-0,12.69,96809,0,75661,HILICNeg,0,0,200605,Smp,GBTFate1MT50,IS,C,50,Fate1,ok,ok,ok,ok,all ok,96809
Trehalose,200605_Smp_GBTFate1MT8-IS_A,Trehalose_13C-0,11.86,2243134,0,269918,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,A,8,Fate1,ok,ok,ok,ok,all ok,2243134
Trehalose,200605_Smp_GBTFate1MT8-IS_B,Trehalose_13C-0,11.91,25181464,0,1900161,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,B,8,Fate1,ok,ok,ok,ok,all ok,25181464
Trehalose,200605_Smp_GBTFate1MT8-IS_C,Trehalose_13C-0,11.93,3981848,0,416041,HILICNeg,0,0,200605,Smp,GBTFate1MT8,IS,C,8,Fate1,ok,ok,ok,ok,all ok,3981848
Trehalose,200605_Smp_GBTFate1MTlong-IS_A,Trehalose_13C-0,11.9,5147111,0,450078,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,A,96,Fate1,ok,ok,ok,ok,all ok,5147111
Trehalose,200605_Smp_GBTFate1MTlong-IS_B,Trehalose_13C-0,11.91,6167397,0,701374,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,B,96,Fate1,ok,ok,ok,ok,all ok,6167397
Trehalose,200605_Smp_GBTFate1MTlong-IS_C,Trehalose_13C-0,11.9,3500423,0,360815,HILICNeg,0,0,200605,Smp,GBTFate1MTlong,IS,C,96,Fate1,ok,ok,ok,ok,all ok,3500423
Trehalose,200605_Smp_GBTFate2MT0-IS_A,Trehalose_13C-0,12.75,98310,0,77767,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,A,0,Fate2,ok,ok,ok,ok,all ok,98310
Trehalose,200605_Smp_GBTFate2MT0-IS_B,Trehalose_13C-0,12.81,89926,0,61829,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,B,0,Fate2,ok,ok,ok,ok,all ok,89926
Trehalose,200605_Smp_GBTFate2MT0-IS_C,Trehalose_13C-0,12.75,219807,0,80561,HILICNeg,0,0,200605,Smp,GBTFate2MT0,IS,C,0,Fate2,ok,ok,ok,ok,all ok,219807
Trehalose,200605_Smp_GBTFate2MT12-IS_A,Trehalose_13C-0,12.73,1356440,0,166183,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,A,12,Fate2,ok,ok,ok,ok,all ok,1356440
Trehalose,200605_Smp_GBTFate2MT12-IS_B,Trehalose_13C-0,12.7,1391717,0,189600,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,B,12,Fate2,ok,ok,ok,ok,all ok,1391717
Trehalose,200605_Smp_GBTFate2MT12-IS_C,Trehalose_13C-0,12.75,1094154,0,178430,HILICNeg,0,0,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,1094154
Trehalose,200605_Smp_GBTFate2MT24-IS_A,Trehalose_13C-0,12.75,2151174,0,225063,HILICNeg,0,0,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,2151174
