Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea
Sarcosine,200605_Smp_GBTFate2MT5-IS_C,Sarcosine_13C-0 15N-0,10.6,NA,709526,35557,HILICPos,0,0,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,515331
Sarcosine,200605_Smp_GBTFate2MTlong-IS_A,Sarcosine_13C-0 15N-0,10.63,1034405,823573,77917,HILICPos,0,0,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,ok,ok,ok,ok,all ok,1034405
Sarcosine,200605_Smp_GBTFate2MTlong-IS_B,Sarcosine_13C-0 15N-0,10.54,752905,778281,55772,HILICPos,0,0,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,ok,ok,ok,ok,all ok,752905
Sarcosine,200605_Smp_GBTFate2MTlong-IS_C,Sarcosine_13C-0 15N-0,10.62,981956,735342,66127,HILICPos,0,0,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,981956
Proline betaine,200605_Std_4uMStdsMix1InH2O_1,Proline betaine_13C-0 15N-0,7.35,422833376,8067664,21201350,HILICPos,0,0,200605,Std,4uMStdsMix1InH2O,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,422833376
Proline betaine,200605_Std_4uMStdsMix1InH2O_2,Proline betaine_13C-0 15N-0,7.37,550113152,13031219,28016804,HILICPos,0,0,200605,Std,4uMStdsMix1InH2O,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,550113152
Proline betaine,200605_Std_4uMStdsMix1InMatrix_1,Proline betaine_13C-0 15N-0,7.35,440933472,9535912,23881088,HILICPos,0,0,200605,Std,4uMStdsMix1InMatrix,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,440933472
Proline betaine,200605_Std_4uMStdsMix1InMatrix_2,Proline betaine_13C-0 15N-0,7.34,556809856,12652874,28850456,HILICPos,0,0,200605,Std,4uMStdsMix1InMatrix,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,556809856
Proline betaine,200605_Std_4uMStdsMix2InH2O_1,Proline betaine_13C-0 15N-0,7.34,NA,67853,55270,HILICPos,0,0,200605,Std,4uMStdsMix2InH2O,1,NA,NA,StdsM,comparable to blank,ok,ok,ok,something is wrong,901897
Proline betaine,200605_Std_4uMStdsMix2InH2O_2,Proline betaine_13C-0 15N-0,7.29,NA,399043,57179,HILICPos,0,0,200605,Std,4uMStdsMix2InH2O,2,NA,NA,StdsM,comparable to blank,ok,ok,ok,something is wrong,861128
Proline betaine,200605_Std_4uMStdsMix2InMatrix_1,Proline betaine_13C-0 15N-0,7.35,9275121,0,461869,HILICPos,0,0,200605,Std,4uMStdsMix2InMatrix,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,9275121
Proline betaine,200605_Std_4uMStdsMix2InMatrix_2,Proline betaine_13C-0 15N-0,7.37,10774072,92638,526734,HILICPos,0,0,200605,Std,4uMStdsMix2InMatrix,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,10774072
Proline betaine,200605_Std_H2OinMatrix_1,Proline betaine_13C-0 15N-0,7.37,7629278,0,372249,HILICPos,0,0,200605,Std,H2OinMatrix,1,NA,NA,inMat,ok,ok,ok,ok,all ok,7629278
Proline betaine,200605_Std_H2OinMatrix_2,Proline betaine_13C-0 15N-0,7.35,9499920,0,458455,HILICPos,0,0,200605,Std,H2OinMatrix,2,NA,NA,inMat,ok,ok,ok,ok,all ok,9499920
Proline betaine,200605_Poo_TruePooGBT_Full1,Proline betaine_13C-0 15N-0,7.42,11313264,0,545371,HILICPos,0,0,200605,Poo,TruePooGBT,Full1,NA,NA,ePooG,ok,ok,ok,ok,all ok,11313264
Proline betaine,200605_Poo_TruePooGBT_Full2,Proline betaine_13C-0 15N-0,7.41,11054907,0,515872,HILICPos,0,0,200605,Poo,TruePooGBT,Full2,NA,NA,ePooG,ok,ok,ok,ok,all ok,11054907
Proline betaine,200605_Poo_TruePooGBT_Full3,Proline betaine_13C-0 15N-0,7.38,12594496,0,613545,HILICPos,0,0,200605,Poo,TruePooGBT,Full3,NA,NA,ePooG,ok,ok,ok,ok,all ok,12594496
Proline betaine,200605_Poo_TruePooGBT_Full4,Proline betaine_13C-0 15N-0,7.43,13223379,0,634329,HILICPos,0,0,200605,Poo,TruePooGBT,Full4,NA,NA,ePooG,ok,ok,ok,ok,all ok,13223379
Proline betaine,200605_Poo_TruePooGBT_Full5,Proline betaine_13C-0 15N-0,7.37,13532543,0,653295,HILICPos,0,0,200605,Poo,TruePooGBT,Full5,NA,NA,ePooG,ok,ok,ok,ok,all ok,13532543
Proline betaine,200605_Poo_TruePooGBT_Full6pos,Proline betaine_13C-0 15N-0,7.35,9922620,0,523774,HILICPos,0,0,200605,Poo,TruePooGBT,Full6pos,NA,NA,ePooG,ok,ok,ok,ok,all ok,9922620
Proline betaine,200605_Poo_TruePooGBT_Half1,Proline betaine_13C-0 15N-0,7.37,5828526,0,268004,HILICPos,0,0,200605,Poo,TruePooGBT,Half1,NA,NA,ePooG,ok,ok,ok,ok,all ok,5828526
Proline betaine,200605_Poo_TruePooGBT_Half2,Proline betaine_13C-0 15N-0,7.41,5956964,0,267788,HILICPos,0,0,200605,Poo,TruePooGBT,Half2,NA,NA,ePooG,ok,ok,ok,ok,all ok,5956964
Proline betaine,200605_Poo_TruePooGBT_Half3,Proline betaine_13C-0 15N-0,7.42,6574155,0,306073,HILICPos,0,0,200605,Poo,TruePooGBT,Half3,NA,NA,ePooG,ok,ok,ok,ok,all ok,6574155
Proline betaine,200605_Poo_TruePooGBT_Half4,Proline betaine_13C-0 15N-0,7.4,6789075,0,317114,HILICPos,0,0,200605,Poo,TruePooGBT,Half4,NA,NA,ePooG,ok,ok,ok,ok,all ok,6789075
Proline betaine,200605_Poo_TruePooGBT_Half5,Proline betaine_13C-0 15N-0,7.4,7093172,0,337601,HILICPos,0,0,200605,Poo,TruePooGBT,Half5,NA,NA,ePooG,ok,ok,ok,ok,all ok,7093172
Proline betaine,200605_Poo_TruePooGBT_Half6pos,Proline betaine_13C-0 15N-0,7.38,4533835,37772,257284,HILICPos,0,0,200605,Poo,TruePooGBT,Half6pos,NA,NA,ePooG,ok,ok,ok,ok,all ok,4533835
Proline betaine,200605_Poo_QC2_1,Proline betaine_13C-0 15N-0,7.37,81136048,0,4350563,HILICPos,0,0,200605,Poo,QC2,1,NA,NA,,ok,ok,ok,ok,all ok,81136048
Proline betaine,200605_Poo_QC2_2,Proline betaine_13C-0 15N-0,7.43,81600024,0,4062353,HILICPos,0,0,200605,Poo,QC2,2,NA,NA,,ok,ok,ok,ok,all ok,81600024
Proline betaine,200605_Poo_QC2_3,Proline betaine_13C-0 15N-0,7.42,88862256,0,4243386,HILICPos,0,0,200605,Poo,QC2,3,NA,NA,,ok,ok,ok,ok,all ok,88862256
Proline betaine,200605_Poo_QC2_4,Proline betaine_13C-0 15N-0,7.37,96105112,0,4983218,HILICPos,0,0,200605,Poo,QC2,4,NA,NA,,ok,ok,ok,ok,all ok,96105112
Proline betaine,200605_Poo_QC2_5,Proline betaine_13C-0 15N-0,7.37,95733120,0,4874060,HILICPos,0,0,200605,Poo,QC2,5,NA,NA,,ok,ok,ok,ok,all ok,95733120
Proline betaine,200605_Blk_GBTFate1MBlk-IS_A,Proline betaine_13C-0 15N-0,7.45,NA,0,57577,HILICPos,0,0,200605,Blk,GBTFate1MBlk,IS,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,1417415
Proline betaine,200605_Blk_GBTFate1MBlk-IS_B,Proline betaine_13C-0 15N-0,7.29,NA,245608,24600,HILICPos,0,0,200605,Blk,GBTFate1MBlk,IS,B,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,377559
Proline betaine,200605_Smp_GBTFate1MT0-IS_A,Proline betaine_13C-0 15N-0,7.4,18167588,0,892591,HILICPos,0,0,200605,Smp,GBTFate1MT0,IS,A,0,Fate1,ok,ok,ok,ok,all ok,18167588
Proline betaine,200605_Smp_GBTFate1MT0-IS_B,Proline betaine_13C-0 15N-0,7.37,15827978,0,753649,HILICPos,0,0,200605,Smp,GBTFate1MT0,IS,B,0,Fate1,ok,ok,ok,ok,all ok,15827978
Proline betaine,200605_Smp_GBTFate1MT0-IS_C,Proline betaine_13C-0 15N-0,7.35,27046320,0,1312278,HILICPos,0,0,200605,Smp,GBTFate1MT0,IS,C,0,Fate1,ok,ok,ok,ok,all ok,27046320
Proline betaine,200605_Smp_GBTFate1MT12-IS_A,Proline betaine_13C-0 15N-0,7.38,12161149,0,559844,HILICPos,0,0,200605,Smp,GBTFate1MT12,IS,A,12,Fate1,ok,ok,ok,ok,all ok,12161149
Proline betaine,200605_Smp_GBTFate1MT12-IS_B,Proline betaine_13C-0 15N-0,7.43,9068507,0,434453,HILICPos,0,0,200605,Smp,GBTFate1MT12,IS,B,12,Fate1,ok,ok,ok,ok,all ok,9068507
Proline betaine,200605_Smp_GBTFate1MT12-IS_C,Proline betaine_13C-0 15N-0,7.35,8062541,0,394014,HILICPos,0,0,200605,Smp,GBTFate1MT12,IS,C,12,Fate1,ok,ok,ok,ok,all ok,8062541
Proline betaine,200605_Smp_GBTFate1MT36-IS_A,Proline betaine_13C-0 15N-0,7.43,15525137,0,804903,HILICPos,0,0,200605,Smp,GBTFate1MT36,IS,A,36,Fate1,ok,ok,ok,ok,all ok,15525137
Proline betaine,200605_Smp_GBTFate1MT36-IS_B,Proline betaine_13C-0 15N-0,7.37,13787981,0,697932,HILICPos,0,0,200605,Smp,GBTFate1MT36,IS,B,36,Fate1,ok,ok,ok,ok,all ok,13787981
Proline betaine,200605_Smp_GBTFate1MT36-IS_C,Proline betaine_13C-0 15N-0,7.42,21119484,0,1121444,HILICPos,0,0,200605,Smp,GBTFate1MT36,IS,C,36,Fate1,ok,ok,ok,ok,all ok,21119484
Proline betaine,200605_Smp_GBTFate1MT4-IS_A,Proline betaine_13C-0 15N-0,7.43,9943015,0,491064,HILICPos,0,0,200605,Smp,GBTFate1MT4,IS,A,4,Fate1,ok,ok,ok,ok,all ok,9943015
Proline betaine,200605_Smp_GBTFate1MT4-IS_B,Proline betaine_13C-0 15N-0,7.43,16557379,0,815464,HILICPos,0,0,200605,Smp,GBTFate1MT4,IS,B,4,Fate1,ok,ok,ok,ok,all ok,16557379
Proline betaine,200605_Smp_GBTFate1MT4-IS_C,Proline betaine_13C-0 15N-0,7.42,13359914,0,669811,HILICPos,0,0,200605,Smp,GBTFate1MT4,IS,C,4,Fate1,ok,ok,ok,ok,all ok,13359914
Proline betaine,200605_Smp_GBTFate1MT50-IS_A,Proline betaine_13C-0 15N-0,7.42,17055702,94107,900888,HILICPos,0,0,200605,Smp,GBTFate1MT50,IS,A,50,Fate1,ok,ok,ok,ok,all ok,17055702
Proline betaine,200605_Smp_GBTFate1MT50-IS_B,Proline betaine_13C-0 15N-0,7.43,5706525,0,282905,HILICPos,0,0,200605,Smp,GBTFate1MT50,IS,B,50,Fate1,ok,ok,ok,ok,all ok,5706525
Proline betaine,200605_Smp_GBTFate1MT50-IS_C,Proline betaine_13C-0 15N-0,7.37,7765049,0,397626,HILICPos,0,0,200605,Smp,GBTFate1MT50,IS,C,50,Fate1,ok,ok,ok,ok,all ok,7765049
Proline betaine,200605_Smp_GBTFate1MT8-IS_A,Proline betaine_13C-0 15N-0,7.35,8779777,0,461226,HILICPos,0,0,200605,Smp,GBTFate1MT8,IS,A,8,Fate1,ok,ok,ok,ok,all ok,8779777
Proline betaine,200605_Smp_GBTFate1MT8-IS_B,Proline betaine_13C-0 15N-0,7.38,16249521,52220,796268,HILICPos,0,0,200605,Smp,GBTFate1MT8,IS,B,8,Fate1,ok,ok,ok,ok,all ok,16249521
Proline betaine,200605_Smp_GBTFate1MT8-IS_C,Proline betaine_13C-0 15N-0,7.42,16430905,0,784377,HILICPos,0,0,200605,Smp,GBTFate1MT8,IS,C,8,Fate1,ok,ok,ok,ok,all ok,16430905
Proline betaine,200605_Smp_GBTFate1MTlong-IS_A,Proline betaine_13C-0 15N-0,7.4,20474096,0,1082484,HILICPos,0,0,200605,Smp,GBTFate1MTlong,IS,A,96,Fate1,ok,ok,ok,ok,all ok,20474096
Proline betaine,200605_Smp_GBTFate1MTlong-IS_B,Proline betaine_13C-0 15N-0,7.4,29424160,0,1582489,HILICPos,0,0,200605,Smp,GBTFate1MTlong,IS,B,96,Fate1,ok,ok,ok,ok,all ok,29424160
Proline betaine,200605_Smp_GBTFate1MTlong-IS_C,Proline betaine_13C-0 15N-0,7.4,29511794,0,1523990,HILICPos,0,0,200605,Smp,GBTFate1MTlong,IS,C,96,Fate1,ok,ok,ok,ok,all ok,29511794
Proline betaine,200605_Smp_GBTFate2MT0-IS_A,Proline betaine_13C-0 15N-0,7.4,23907774,0,1145494,HILICPos,0,0,200605,Smp,GBTFate2MT0,IS,A,0,Fate2,ok,ok,ok,ok,all ok,23907774
Proline betaine,200605_Smp_GBTFate2MT0-IS_B,Proline betaine_13C-0 15N-0,7.42,23558580,300083,1164632,HILICPos,0,0,200605,Smp,GBTFate2MT0,IS,B,0,Fate2,ok,ok,ok,ok,all ok,23558580
Proline betaine,200605_Smp_GBTFate2MT0-IS_C,Proline betaine_13C-0 15N-0,7.42,17519852,71716,880433,HILICPos,0,0,200605,Smp,GBTFate2MT0,IS,C,0,Fate2,ok,ok,ok,ok,all ok,17519852
Proline betaine,200605_Smp_GBTFate2MT12-IS_A,Proline betaine_13C-0 15N-0,7.4,6052070,0,279499,HILICPos,0,0,200605,Smp,GBTFate2MT12,IS,A,12,Fate2,ok,ok,ok,ok,all ok,6052070
Proline betaine,200605_Smp_GBTFate2MT12-IS_B,Proline betaine_13C-0 15N-0,7.4,6626536,0,305599,HILICPos,0,0,200605,Smp,GBTFate2MT12,IS,B,12,Fate2,ok,ok,ok,ok,all ok,6626536
Proline betaine,200605_Smp_GBTFate2MT12-IS_C,Proline betaine_13C-0 15N-0,7.42,7000620,0,317457,HILICPos,0,0,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,ok,ok,ok,ok,all ok,7000620
Proline betaine,200605_Smp_GBTFate2MT24-IS_A,Proline betaine_13C-0 15N-0,7.42,4759240,0,221909,HILICPos,0,0,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,ok,ok,ok,ok,all ok,4759240
Proline betaine,200605_Smp_GBTFate2MT24-IS_B,Proline betaine_13C-0 15N-0,7.4,5190066,0,221667,HILICPos,0,0,200605,Smp,GBTFate2MT24,IS,B,24,Fate2,ok,ok,ok,ok,all ok,5190066
Proline betaine,200605_Smp_GBTFate2MT24-IS_C,Proline betaine_13C-0 15N-0,7.4,6703915,0,304385,HILICPos,0,0,200605,Smp,GBTFate2MT24,IS,C,24,Fate2,ok,ok,ok,ok,all ok,6703915
Proline betaine,200605_Smp_GBTFate2MT48-IS_A,Proline betaine_13C-0 15N-0,7.4,5897521,0,278648,HILICPos,0,0,200605,Smp,GBTFate2MT48,IS,A,48,Fate2,ok,ok,ok,ok,all ok,5897521
Proline betaine,200605_Smp_GBTFate2MT48-IS_B,Proline betaine_13C-0 15N-0,7.37,5125816,40512,226262,HILICPos,0,0,200605,Smp,GBTFate2MT48,IS,B,48,Fate2,ok,ok,ok,ok,all ok,5125816
Proline betaine,200605_Smp_GBTFate2MT48-IS_C,Proline betaine_13C-0 15N-0,7.4,5564931,0,262364,HILICPos,0,0,200605,Smp,GBTFate2MT48,IS,C,48,Fate2,ok,ok,ok,ok,all ok,5564931
Proline betaine,200605_Smp_GBTFate2MT5-IS_A,Proline betaine_13C-0 15N-0,7.42,5814941,0,274378,HILICPos,0,0,200605,Smp,GBTFate2MT5,IS,A,5,Fate2,ok,ok,ok,ok,all ok,5814941
Proline betaine,200605_Smp_GBTFate2MT5-IS_B,Proline betaine_13C-0 15N-0,7.43,8491563,0,405921,HILICPos,0,0,200605,Smp,GBTFate2MT5,IS,B,5,Fate2,ok,ok,ok,ok,all ok,8491563
Proline betaine,200605_Smp_GBTFate2MT5-IS_C,Proline betaine_13C-0 15N-0,7.37,4967702,0,233964,HILICPos,0,0,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,ok,ok,ok,ok,all ok,4967702
Proline betaine,200605_Smp_GBTFate2MTlong-IS_A,Proline betaine_13C-0 15N-0,7.37,5641241,0,265788,HILICPos,0,0,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,ok,ok,ok,ok,all ok,5641241
Proline betaine,200605_Smp_GBTFate2MTlong-IS_B,Proline betaine_13C-0 15N-0,7.35,4362178,0,180966,HILICPos,0,0,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,ok,ok,ok,ok,all ok,4362178
Proline betaine,200605_Smp_GBTFate2MTlong-IS_C,Proline betaine_13C-0 15N-0,7.38,5108446,0,245214,HILICPos,0,0,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,ok,ok,ok,ok,all ok,5108446
Trigonelline,200605_Std_4uMStdsMix1InH2O_1,Trigonelline_13C-0 15N-0,8.5,323746720,5336235,23305020,HILICPos,0,0,200605,Std,4uMStdsMix1InH2O,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,323746720
Trigonelline,200605_Std_4uMStdsMix1InH2O_2,Trigonelline_13C-0 15N-0,8.5,418631712,3681894,28336500,HILICPos,0,0,200605,Std,4uMStdsMix1InH2O,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,418631712
Trigonelline,200605_Std_4uMStdsMix1InMatrix_1,Trigonelline_13C-0 15N-0,8.5,409536160,3116086,27161158,HILICPos,0,0,200605,Std,4uMStdsMix1InMatrix,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,409536160
Trigonelline,200605_Std_4uMStdsMix1InMatrix_2,Trigonelline_13C-0 15N-0,8.48,459758784,6095679,31286382,HILICPos,0,0,200605,Std,4uMStdsMix1InMatrix,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,459758784
Trigonelline,200605_Std_4uMStdsMix2InH2O_1,Trigonelline_13C-0 15N-0,8.56,47321672,33884112,1572171,HILICPos,0,0,200605,Std,4uMStdsMix2InH2O,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,47321672
Trigonelline,200605_Std_4uMStdsMix2InH2O_2,Trigonelline_13C-0 15N-0,8.56,64577040,3380612,2021357,HILICPos,0,0,200605,Std,4uMStdsMix2InH2O,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,64577040
Trigonelline,200605_Std_4uMStdsMix2InMatrix_1,Trigonelline_13C-0 15N-0,8.51,133487712,11937605,7144057,HILICPos,0,0,200605,Std,4uMStdsMix2InMatrix,1,NA,NA,StdsM,ok,ok,ok,ok,all ok,133487712
Trigonelline,200605_Std_4uMStdsMix2InMatrix_2,Trigonelline_13C-0 15N-0,8.53,121733544,17811312,7409056,HILICPos,0,0,200605,Std,4uMStdsMix2InMatrix,2,NA,NA,StdsM,ok,ok,ok,ok,all ok,121733544
Trigonelline,200605_Std_H2OinMatrix_1,Trigonelline_13C-0 15N-0,8.53,84000456,3010715,5613398,HILICPos,0,0,200605,Std,H2OinMatrix,1,NA,NA,inMat,ok,ok,ok,ok,all ok,84000456
Trigonelline,200605_Std_H2OinMatrix_2,Trigonelline_13C-0 15N-0,8.51,93600952,4582685,6230028,HILICPos,0,0,200605,Std,H2OinMatrix,2,NA,NA,inMat,ok,ok,ok,ok,all ok,93600952
Trigonelline,200605_Poo_TruePooGBT_Full1,Trigonelline_13C-0 15N-0,8.53,121552216,4301532,7908082,HILICPos,0,0,200605,Poo,TruePooGBT,Full1,NA,NA,ePooG,ok,ok,ok,ok,all ok,121552216
Trigonelline,200605_Poo_TruePooGBT_Full2,Trigonelline_13C-0 15N-0,8.55,126918184,3937416,8114447,HILICPos,0,0,200605,Poo,TruePooGBT,Full2,NA,NA,ePooG,ok,ok,ok,ok,all ok,126918184
Trigonelline,200605_Poo_TruePooGBT_Full3,Trigonelline_13C-0 15N-0,8.55,132513392,5484313,8290929,HILICPos,0,0,200605,Poo,TruePooGBT,Full3,NA,NA,ePooG,ok,ok,ok,ok,all ok,132513392
Trigonelline,200605_Poo_TruePooGBT_Full4,Trigonelline_13C-0 15N-0,8.5,139801584,6236169,8623602,HILICPos,0,0,200605,Poo,TruePooGBT,Full4,NA,NA,ePooG,ok,ok,ok,ok,all ok,139801584
Trigonelline,200605_Poo_TruePooGBT_Full5,Trigonelline_13C-0 15N-0,8.48,138016800,4462421,9398354,HILICPos,0,0,200605,Poo,TruePooGBT,Full5,NA,NA,ePooG,ok,ok,ok,ok,all ok,138016800
Trigonelline,200605_Poo_TruePooGBT_Full6pos,Trigonelline_13C-0 15N-0,8.51,104644912,4108184,7257951,HILICPos,0,0,200605,Poo,TruePooGBT,Full6pos,NA,NA,ePooG,ok,ok,ok,ok,all ok,104644912
Trigonelline,200605_Poo_TruePooGBT_Half1,Trigonelline_13C-0 15N-0,8.51,57145192,2262487,4014573,HILICPos,0,0,200605,Poo,TruePooGBT,Half1,NA,NA,ePooG,ok,ok,ok,ok,all ok,57145192
Trigonelline,200605_Poo_TruePooGBT_Half2,Trigonelline_13C-0 15N-0,8.53,61984644,2812775,3940224,HILICPos,0,0,200605,Poo,TruePooGBT,Half2,NA,NA,ePooG,ok,ok,ok,ok,all ok,61984644
Trigonelline,200605_Poo_TruePooGBT_Half3,Trigonelline_13C-0 15N-0,8.51,66449520,2458631,4240317,HILICPos,0,0,200605,Poo,TruePooGBT,Half3,NA,NA,ePooG,ok,ok,ok,ok,all ok,66449520
Trigonelline,200605_Poo_TruePooGBT_Half4,Trigonelline_13C-0 15N-0,8.52,69889496,3022374,4513700,HILICPos,0,0,200605,Poo,TruePooGBT,Half4,NA,NA,ePooG,ok,ok,ok,ok,all ok,69889496
Trigonelline,200605_Poo_TruePooGBT_Half5,Trigonelline_13C-0 15N-0,8.49,68306384,2452188,4468766,HILICPos,0,0,200605,Poo,TruePooGBT,Half5,NA,NA,ePooG,ok,ok,ok,ok,all ok,68306384
Trigonelline,200605_Poo_TruePooGBT_Half6pos,Trigonelline_13C-0 15N-0,8.52,54016728,2126860,3773147,HILICPos,0,0,200605,Poo,TruePooGBT,Half6pos,NA,NA,ePooG,ok,ok,ok,ok,all ok,54016728
Trigonelline,200605_Poo_QC2_1,Trigonelline_13C-0 15N-0,8.53,806369088,14177586,51663084,HILICPos,0,0,200605,Poo,QC2,1,NA,NA,,ok,ok,ok,ok,all ok,806369088
Trigonelline,200605_Poo_QC2_2,Trigonelline_13C-0 15N-0,8.56,819540992,10347367,51917364,HILICPos,0,0,200605,Poo,QC2,2,NA,NA,,ok,ok,ok,ok,all ok,819540992
Trigonelline,200605_Poo_QC2_3,Trigonelline_13C-0 15N-0,8.55,837111232,16434761,54566368,HILICPos,0,0,200605,Poo,QC2,3,NA,NA,,ok,ok,ok,ok,all ok,837111232
Trigonelline,200605_Poo_QC2_4,Trigonelline_13C-0 15N-0,8.51,831023872,17092022,52401644,HILICPos,0,0,200605,Poo,QC2,4,NA,NA,,ok,ok,ok,ok,all ok,831023872
Trigonelline,200605_Poo_QC2_5,Trigonelline_13C-0 15N-0,8.5,834627648,18968542,55988000,HILICPos,0,0,200605,Poo,QC2,5,NA,NA,,ok,ok,ok,ok,all ok,834627648
Trigonelline,200605_Blk_GBTFate1MBlk-IS_A,Trigonelline_13C-0 15N-0,8.55,NA,1534365,193195,HILICPos,0,0,200605,Blk,GBTFate1MBlk,IS,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,2695445
Trigonelline,200605_Blk_GBTFate1MBlk-IS_B,Trigonelline_13C-0 15N-0,8.75,NA,1208451,335856,HILICPos,0,0,200605,Blk,GBTFate1MBlk,IS,B,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,2149709
Trigonelline,200605_Smp_GBTFate1MT0-IS_A,Trigonelline_13C-0 15N-0,8.51,148083888,4596464,9457404,HILICPos,0,0,200605,Smp,GBTFate1MT0,IS,A,0,Fate1,ok,ok,ok,ok,all ok,148083888
Trigonelline,200605_Smp_GBTFate1MT0-IS_B,Trigonelline_13C-0 15N-0,8.55,166674960,4893301,10615311,HILICPos,0,0,200605,Smp,GBTFate1MT0,IS,B,0,Fate1,ok,ok,ok,ok,all ok,166674960
Trigonelline,200605_Smp_GBTFate1MT0-IS_C,Trigonelline_13C-0 15N-0,8.52,229765824,7971175,15343284,HILICPos,0,0,200605,Smp,GBTFate1MT0,IS,C,0,Fate1,ok,ok,ok,ok,all ok,229765824
Trigonelline,200605_Smp_GBTFate1MT12-IS_A,Trigonelline_13C-0 15N-0,8.51,174932592,5014698,11899374,HILICPos,0,0,200605,Smp,GBTFate1MT12,IS,A,12,Fate1,ok,ok,ok,ok,all ok,174932592
Trigonelline,200605_Smp_GBTFate1MT12-IS_B,Trigonelline_13C-0 15N-0,8.56,132206480,3605506,8247471,HILICPos,0,0,200605,Smp,GBTFate1MT12,IS,B,12,Fate1,ok,ok,ok,ok,all ok,132206480
Trigonelline,200605_Smp_GBTFate1MT12-IS_C,Trigonelline_13C-0 15N-0,8.51,138237328,5487220,9785138,HILICPos,0,0,200605,Smp,GBTFate1MT12,IS,C,12,Fate1,ok,ok,ok,ok,all ok,138237328
Trigonelline,200605_Smp_GBTFate1MT36-IS_A,Trigonelline_13C-0 15N-0,8.56,231114448,7096099,15041581,HILICPos,0,0,200605,Smp,GBTFate1MT36,IS,A,36,Fate1,ok,ok,ok,ok,all ok,231114448
Trigonelline,200605_Smp_GBTFate1MT36-IS_B,Trigonelline_13C-0 15N-0,8.55,231739216,2524818,14880416,HILICPos,0,0,200605,Smp,GBTFate1MT36,IS,B,36,Fate1,ok,ok,ok,ok,all ok,231739216
Trigonelline,200605_Smp_GBTFate1MT36-IS_C,Trigonelline_13C-0 15N-0,8.55,297134112,8438643,19513624,HILICPos,0,0,200605,Smp,GBTFate1MT36,IS,C,36,Fate1,ok,ok,ok,ok,all ok,297134112
Trigonelline,200605_Smp_GBTFate1MT4-IS_A,Trigonelline_13C-0 15N-0,8.55,129647424,3479211,8788798,HILICPos,0,0,200605,Smp,GBTFate1MT4,IS,A,4,Fate1,ok,ok,ok,ok,all ok,129647424
Trigonelline,200605_Smp_GBTFate1MT4-IS_B,Trigonelline_13C-0 15N-0,8.55,185771312,5019678,12100869,HILICPos,0,0,200605,Smp,GBTFate1MT4,IS,B,4,Fate1,ok,ok,ok,ok,all ok,185771312
Trigonelline,200605_Smp_GBTFate1MT4-IS_C,Trigonelline_13C-0 15N-0,8.55,173813040,4568134,12080305,HILICPos,0,0,200605,Smp,GBTFate1MT4,IS,C,4,Fate1,ok,ok,ok,ok,all ok,173813040
Trigonelline,200605_Smp_GBTFate1MT50-IS_A,Trigonelline_13C-0 15N-0,8.55,220849056,4640054,14384420,HILICPos,0,0,200605,Smp,GBTFate1MT50,IS,A,50,Fate1,ok,ok,ok,ok,all ok,220849056
Trigonelline,200605_Smp_GBTFate1MT50-IS_B,Trigonelline_13C-0 15N-0,8.55,146827376,3296731,10166161,HILICPos,0,0,200605,Smp,GBTFate1MT50,IS,B,50,Fate1,ok,ok,ok,ok,all ok,146827376
Trigonelline,200605_Smp_GBTFate1MT50-IS_C,Trigonelline_13C-0 15N-0,8.5,173059456,6161753,11524223,HILICPos,0,0,200605,Smp,GBTFate1MT50,IS,C,50,Fate1,ok,ok,ok,ok,all ok,173059456
Trigonelline,200605_Smp_GBTFate1MT8-IS_A,Trigonelline_13C-0 15N-0,8.51,98243456,3375480,6678856,HILICPos,0,0,200605,Smp,GBTFate1MT8,IS,A,8,Fate1,ok,ok,ok,ok,all ok,98243456
