Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_B,L-Phenylalanine_13C-5 15N-0,1.25,NA,0,8822,CyanoAq,0,5,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,9642
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_C,L-Phenylalanine_13C-5 15N-0,0.94,NA,0,5786,CyanoAq,0,5,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,5268
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_A,L-Phenylalanine_13C-5 15N-0,1.26,NA,0,3646,CyanoAq,0,5,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,7320
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_B,L-Phenylalanine_13C-5 15N-0,2.45,NA,0,9311,CyanoAq,0,5,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,10573
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_C,L-Phenylalanine_13C-5 15N-0,1.16,NA,0,10838,CyanoAq,0,5,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,7196
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_A,L-Phenylalanine_13C-5 15N-0,1.23,NA,0,10167,CyanoAq,0,5,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,9079
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_B,L-Phenylalanine_13C-5 15N-0,3.84,NA,0,10900,CyanoAq,0,5,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,7419
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_C,L-Phenylalanine_13C-5 15N-0,1.27,NA,0,8857,CyanoAq,0,5,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,13551
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_A,L-Phenylalanine_13C-5 15N-0,1.79,NA,0,6533,CyanoAq,0,5,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,6523
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_B,L-Phenylalanine_13C-5 15N-0,4.79,NA,0,10154,CyanoAq,0,5,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,6462
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_C,L-Phenylalanine_13C-5 15N-0,1.86,NA,0,11899,CyanoAq,0,5,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,9312
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_A,L-Phenylalanine_13C-5 15N-0,0.93,NA,0,8622,CyanoAq,0,5,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,16598
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_B,L-Phenylalanine_13C-5 15N-0,1.16,30490,0,13938,CyanoAq,0,5,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,30490
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_C,L-Phenylalanine_13C-5 15N-0,2.93,NA,0,17189,CyanoAq,0,5,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,14909
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_A,L-Phenylalanine_13C-5 15N-0,1,NA,0,13370,CyanoAq,0,5,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,9119
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_B,L-Phenylalanine_13C-5 15N-0,1.15,NA,0,4368,CyanoAq,0,5,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,12293
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_C,L-Phenylalanine_13C-5 15N-0,1.11,NA,0,9551,CyanoAq,0,5,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,17493
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_A,L-Phenylalanine_13C-5 15N-0,1.23,22643,0,6633,CyanoAq,0,5,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,22643
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_B,L-Phenylalanine_13C-5 15N-0,1.14,72042,0,26187,CyanoAq,0,5,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,72042
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_C,L-Phenylalanine_13C-5 15N-0,1.14,NA,0,7752,CyanoAq,0,5,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,comparable to blank,ok,ok,ok,something is wrong,16655
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_A,L-Phenylalanine_13C-5 15N-0,4.68,NA,0,8959,CyanoAq,0,5,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,5882
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_B,L-Phenylalanine_13C-5 15N-0,1.18,20898,0,11090,CyanoAq,0,5,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,20898
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_C,L-Phenylalanine_13C-5 15N-0,0.91,NA,0,4426,CyanoAq,0,5,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,13006
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_A,L-Phenylalanine_13C-5 15N-0,1.16,34805,0,9901,CyanoAq,0,5,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,34805
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_B,L-Phenylalanine_13C-5 15N-0,1.14,21613,0,10732,CyanoAq,0,5,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,21613
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_C,L-Phenylalanine_13C-5 15N-0,1.14,NA,0,7372,CyanoAq,0,5,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,8528
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_A,L-Phenylalanine_13C-5 15N-0,1.16,NA,0,8672,CyanoAq,0,5,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,6468
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_B,L-Phenylalanine_13C-5 15N-0,0.77,NA,0,12902,CyanoAq,0,5,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,11785
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_C,L-Phenylalanine_13C-5 15N-0,0.92,NA,0,7497,CyanoAq,0,5,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,8345
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_A,L-Phenylalanine_13C-0 15N-1,3.94,NA,0,1620,CyanoAq,1,0,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1336
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_B,L-Phenylalanine_13C-0 15N-1,1.12,NA,0,1646,CyanoAq,1,0,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,1716
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,11821,0,6567,CyanoAq,1,0,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,11821
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_B,L-Phenylalanine_13C-0 15N-1,1.14,7520,0,4186,CyanoAq,1,0,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,7520
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,26097,0,12882,CyanoAq,1,0,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,26097
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_A,L-Phenylalanine_13C-0 15N-1,1.13,36057,0,16788,CyanoAq,1,0,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,36057
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_B,L-Phenylalanine_13C-0 15N-1,1.15,15908,0,6245,CyanoAq,1,0,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,15908
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_C,L-Phenylalanine_13C-0 15N-1,1.15,7198,0,5869,CyanoAq,1,0,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,7198
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,48712,0,25200,CyanoAq,1,0,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,48712
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_B,L-Phenylalanine_13C-0 15N-1,1.14,43052,0,19230,CyanoAq,1,0,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,43052
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,68691,0,38532,CyanoAq,1,0,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,68691
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_A,L-Phenylalanine_13C-0 15N-1,1.16,NA,0,4552,CyanoAq,1,0,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,2924
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_B,L-Phenylalanine_13C-0 15N-1,1.15,30185,0,13975,CyanoAq,1,0,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,30185
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_C,L-Phenylalanine_13C-0 15N-1,1.12,13237,0,7494,CyanoAq,1,0,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,13237
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,54041,0,24765,CyanoAq,1,0,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,54041
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_B,L-Phenylalanine_13C-0 15N-1,1.13,43487,0,15245,CyanoAq,1,0,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,43487
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,22811,0,9060,CyanoAq,1,0,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,22811
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,56473,0,32811,CyanoAq,1,0,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,56473
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_B,L-Phenylalanine_13C-0 15N-1,1.15,94536,0,42356,CyanoAq,1,0,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,94536
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,57516,0,22014,CyanoAq,1,0,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,57516
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_A,L-Phenylalanine_13C-0 15N-1,1.15,9991,0,5381,CyanoAq,1,0,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,9991
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_B,L-Phenylalanine_13C-0 15N-1,1.17,NA,0,2173,CyanoAq,1,0,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,1778
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,6977,0,4745,CyanoAq,1,0,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,6977
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_A,L-Phenylalanine_13C-0 15N-1,1.15,22135,0,8272,CyanoAq,1,0,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,22135
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_B,L-Phenylalanine_13C-0 15N-1,1.14,10478,0,6155,CyanoAq,1,0,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,10478
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_C,L-Phenylalanine_13C-0 15N-1,1.13,16089,0,7525,CyanoAq,1,0,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,16089
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,11499,0,6373,CyanoAq,1,0,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,11499
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_B,L-Phenylalanine_13C-0 15N-1,1.13,23618,0,12841,CyanoAq,1,0,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,23618
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,24563,0,9362,CyanoAq,1,0,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,24563
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,37857,0,14240,CyanoAq,1,0,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,37857
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_B,L-Phenylalanine_13C-0 15N-1,1.13,92584,0,38903,CyanoAq,1,0,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,92584
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,53637,0,20452,CyanoAq,1,0,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,53637
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_A,L-Phenylalanine_13C-0 15N-1,1.13,6201,0,3571,CyanoAq,1,0,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,6201
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_B,L-Phenylalanine_13C-0 15N-1,1.14,5029,0,4335,CyanoAq,1,0,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,5029
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,5957,0,3709,CyanoAq,1,0,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,5957
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,42230,0,18430,CyanoAq,1,0,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,42230
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_B,L-Phenylalanine_13C-0 15N-1,1.14,59631,0,27153,CyanoAq,1,0,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,59631
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_C,L-Phenylalanine_13C-0 15N-1,1.15,55949,0,22431,CyanoAq,1,0,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,55949
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_A,L-Phenylalanine_13C-0 15N-1,1.14,11947,0,6327,CyanoAq,1,0,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,11947
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_B,L-Phenylalanine_13C-0 15N-1,1.14,29094,0,12925,CyanoAq,1,0,200612,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,29094
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_C,L-Phenylalanine_13C-0 15N-1,1.14,32521,0,12062,CyanoAq,1,0,200612,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,32521
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_A,L-Phenylalanine_13C-1 15N-1,1.12,NA,0,4192,CyanoAq,1,1,200612,Blk,GBTFate1MBlk,pos,A,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,7198
L-Phenylalanine,200612_Blk_GBTFate1MBlk-pos_B,L-Phenylalanine_13C-1 15N-1,1.1,NA,0,5213,CyanoAq,1,1,200612,Blk,GBTFate1MBlk,pos,B,NA,Fate1,comparable to blank,ok,ok,ok,something is wrong,20272
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_A,L-Phenylalanine_13C-1 15N-1,1.17,NA,0,7974,CyanoAq,1,1,200612,Smp,GBTFate1MT0,pos,A,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,22104
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_B,L-Phenylalanine_13C-1 15N-1,1.14,NA,0,5389,CyanoAq,1,1,200612,Smp,GBTFate1MT0,pos,B,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,13477
L-Phenylalanine,200612_Smp_GBTFate1MT0-pos_C,L-Phenylalanine_13C-1 15N-1,1.07,NA,0,6984,CyanoAq,1,1,200612,Smp,GBTFate1MT0,pos,C,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,17941
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_A,L-Phenylalanine_13C-1 15N-1,1.04,NA,0,7041,CyanoAq,1,1,200612,Smp,GBTFate1MT12,pos,A,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,30702
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_B,L-Phenylalanine_13C-1 15N-1,1.13,NA,0,5447,CyanoAq,1,1,200612,Smp,GBTFate1MT12,pos,B,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,7691
L-Phenylalanine,200612_Smp_GBTFate1MT12-pos_C,L-Phenylalanine_13C-1 15N-1,1.15,NA,0,4784,CyanoAq,1,1,200612,Smp,GBTFate1MT12,pos,C,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,13812
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_A,L-Phenylalanine_13C-1 15N-1,1.14,NA,0,11568,CyanoAq,1,1,200612,Smp,GBTFate1MT36,pos,A,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,39749
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_B,L-Phenylalanine_13C-1 15N-1,1.34,53142,0,6379,CyanoAq,1,1,200612,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,53142
L-Phenylalanine,200612_Smp_GBTFate1MT36-pos_C,L-Phenylalanine_13C-1 15N-1,1.14,NA,0,9622,CyanoAq,1,1,200612,Smp,GBTFate1MT36,pos,C,36,Fate1,comparable to blank,ok,ok,ok,something is wrong,28227
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_A,L-Phenylalanine_13C-1 15N-1,1.15,NA,0,5095,CyanoAq,1,1,200612,Smp,GBTFate1MT4,pos,A,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,6918
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_B,L-Phenylalanine_13C-1 15N-1,1.17,NA,0,6549,CyanoAq,1,1,200612,Smp,GBTFate1MT4,pos,B,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,12927
L-Phenylalanine,200612_Smp_GBTFate1MT4-pos_C,L-Phenylalanine_13C-1 15N-1,1.16,NA,0,8130,CyanoAq,1,1,200612,Smp,GBTFate1MT4,pos,C,4,Fate1,comparable to blank,ok,ok,ok,something is wrong,29605
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_A,L-Phenylalanine_13C-1 15N-1,0.88,NA,0,18895,CyanoAq,1,1,200612,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,bad RT,something is wrong,54857
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_B,L-Phenylalanine_13C-1 15N-1,0.95,NA,0,6849,CyanoAq,1,1,200612,Smp,GBTFate1MT50,pos,B,50,Fate1,comparable to blank,ok,ok,ok,something is wrong,28013
L-Phenylalanine,200612_Smp_GBTFate1MT50-pos_C,L-Phenylalanine_13C-1 15N-1,1.7,NA,0,6091,CyanoAq,1,1,200612,Smp,GBTFate1MT50,pos,C,50,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,27048
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_A,L-Phenylalanine_13C-1 15N-1,1.09,NA,0,7425,CyanoAq,1,1,200612,Smp,GBTFate1MTlong,pos,A,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,18871
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_B,L-Phenylalanine_13C-1 15N-1,1.15,NA,0,10514,CyanoAq,1,1,200612,Smp,GBTFate1MTlong,pos,B,96,Fate1,comparable to blank,ok,ok,ok,something is wrong,12107
L-Phenylalanine,200612_Smp_GBTFate1MTlong-pos_C,L-Phenylalanine_13C-1 15N-1,1.64,NA,0,5955,CyanoAq,1,1,200612,Smp,GBTFate1MTlong,pos,C,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,18232
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_A,L-Phenylalanine_13C-1 15N-1,1.12,NA,0,7572,CyanoAq,1,1,200612,Smp,GBTFate2MT0,pos,A,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,22605
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_B,L-Phenylalanine_13C-1 15N-1,1.1,NA,0,4054,CyanoAq,1,1,200612,Smp,GBTFate2MT0,pos,B,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,11900
L-Phenylalanine,200612_Smp_GBTFate2MT0-pos_C,L-Phenylalanine_13C-1 15N-1,1.18,NA,0,4472,CyanoAq,1,1,200612,Smp,GBTFate2MT0,pos,C,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,8995
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_A,L-Phenylalanine_13C-1 15N-1,1.14,NA,0,6564,CyanoAq,1,1,200612,Smp,GBTFate2MT12,pos,A,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,14236
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_B,L-Phenylalanine_13C-1 15N-1,1.13,NA,0,9403,CyanoAq,1,1,200612,Smp,GBTFate2MT12,pos,B,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,26047
L-Phenylalanine,200612_Smp_GBTFate2MT12-pos_C,L-Phenylalanine_13C-1 15N-1,1.15,NA,0,7049,CyanoAq,1,1,200612,Smp,GBTFate2MT12,pos,C,12,Fate2,comparable to blank,ok,ok,ok,something is wrong,39279
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_A,L-Phenylalanine_13C-1 15N-1,1.11,NA,0,6539,CyanoAq,1,1,200612,Smp,GBTFate2MT24,pos,A,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,22295
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_B,L-Phenylalanine_13C-1 15N-1,1.15,42379,0,10041,CyanoAq,1,1,200612,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,42379
L-Phenylalanine,200612_Smp_GBTFate2MT24-pos_C,L-Phenylalanine_13C-1 15N-1,1.17,NA,0,7777,CyanoAq,1,1,200612,Smp,GBTFate2MT24,pos,C,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,13881
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_A,L-Phenylalanine_13C-1 15N-1,1.16,NA,0,8124,CyanoAq,1,1,200612,Smp,GBTFate2MT48,pos,A,48,Fate2,comparable to blank,ok,ok,ok,something is wrong,14506
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_B,L-Phenylalanine_13C-1 15N-1,1.14,71508,0,37595,CyanoAq,1,1,200612,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,71508
L-Phenylalanine,200612_Smp_GBTFate2MT48-pos_C,L-Phenylalanine_13C-1 15N-1,1.15,45652,17840,11550,CyanoAq,1,1,200612,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,45652
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_A,L-Phenylalanine_13C-1 15N-1,0.88,NA,0,160682,CyanoAq,1,1,200612,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,bad RT,something is wrong,266543
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_B,L-Phenylalanine_13C-1 15N-1,0.88,NA,0,14972,CyanoAq,1,1,200612,Smp,GBTFate2MT5,pos,B,5,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,33074
L-Phenylalanine,200612_Smp_GBTFate2MT5-pos_C,L-Phenylalanine_13C-1 15N-1,1.13,NA,0,9298,CyanoAq,1,1,200612,Smp,GBTFate2MT5,pos,C,5,Fate2,comparable to blank,ok,ok,ok,something is wrong,31028
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_A,L-Phenylalanine_13C-1 15N-1,1.07,47461,0,11249,CyanoAq,1,1,200612,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,47461
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_B,L-Phenylalanine_13C-1 15N-1,1.15,NA,1060,13674,CyanoAq,1,1,200612,Smp,GBTFate2MTlong,pos,B,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,31540
L-Phenylalanine,200612_Smp_GBTFate2MTlong-pos_C,L-Phenylalanine_13C-1 15N-1,1.14,NA,0,8506,CyanoAq,1,1,200612,Smp,GBTFate2MTlong,pos,C,96,Fate2,comparable to blank,ok,ok,ok,something is wrong,17674
L-Phenylalanine,200612_Smp_GBTFate1MT8-pos_A,L-Phenylalanine_13C-1 15N-1,1.19,NA,0,4948,CyanoAq,1,1,200612,Smp,GBTFate1MT8,pos,A,8,Fate1,comparable to blank,ok,ok,ok,something is wrong,16965
